candidate_id,input_sha256,agent_id,input_conflict_id,field,value_a,value_b,resolution,resolution_evidence
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,XB7CB28F913D4,venue,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),2021 Brazilian Symposium on Computer Games and Digital Entertainment,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,X9B9BB96A34A1,venue,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),XX SBGames Computing Track,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,X5CBF6494EC6D,url,https://doi.org/10.1109/SBGames54170.2021.00025,https://doi.org/10.1109/sbgames54170.2021.00025,https://doi.org/10.1109/sbgames54170.2021.00025,doi::https://doi.org/10.1109/sbgames54170.2021.00025;publisher::https://ieeexplore.ieee.org/document/9637636/
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,X9C13F0A6D22E,url,https://doi.org/10.1109/sbgames54170.2021.00025,https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf,https://doi.org/10.1109/sbgames54170.2021.00025,doi::https://doi.org/10.1109/sbgames54170.2021.00025;proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/
C0013,79f00cb9df58667eaa78e4996feb77fa05d7e789aeb3460c75ecc3fcad97a63c,metadata-02,X2B5E9EC4EECC,source_type,conference paper,paper,conference paper,proceedings::https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf;publisher::https://ieeexplore.ieee.org/document/9637636/
C0018,ea053c0ae3edeb292b62dae6dc19cb507db7327d4c07398c18cd6dabee123bf4,metadata-02,XE5AD22EC0791,authors,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,Azad et al.,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,proceedings::https://proceedings.mlr.press/v202/azad23a.html
C0018,ea053c0ae3edeb292b62dae6dc19cb507db7327d4c07398c18cd6dabee123bf4,metadata-02,X97A13A50DA3C,year,2022,2023,2023,proceedings::https://proceedings.mlr.press/v202/azad23a.html
C0018,ea053c0ae3edeb292b62dae6dc19cb507db7327d4c07398c18cd6dabee123bf4,metadata-02,X21CC395A38C1,url,https://arxiv.org/abs/2210.10243,https://proceedings.mlr.press/v202/azad23a.html; https://github.com/clutr/clutr,https://proceedings.mlr.press/v202/azad23a.html,proceedings::https://proceedings.mlr.press/v202/azad23a.html
C0041,2cdaf5f6e7f9c1df48c6366a737f831a5057f9be46fe4fa767aab300c40d9236,metadata-02,XB11C4373451B,authors,Christ et al.,Fabian Christ; Alexander Wischnewski; Alexander Heilmeier; Boris Lohmann,Fabian Christ; Alexander Wischnewski; Alexander Heilmeier; Boris Lohmann,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804
C0041,2cdaf5f6e7f9c1df48c6366a737f831a5057f9be46fe4fa767aab300c40d9236,metadata-02,XA7B4ABC09DB0,year,2019,2021,2021,publisher::https://www.tandfonline.com/doi/full/10.1080/00423114.2019.1704804
C0067,444481fadb85a220d7910452e9f1503717aef71283bd57778589fc82f1c0b517,metadata-02,X6E0602CD6FF0,venue,2007 IEEE Symposium on Computational Intelligence and Games,IEEE CIG,2007 IEEE Symposium on Computational Intelligence and Games,publisher::https://ieeexplore.ieee.org/document/4219051/
C0067,444481fadb85a220d7910452e9f1503717aef71283bd57778589fc82f1c0b517,metadata-02,X5AE37617D6EB,url,https://doi.org/10.1109/CIG.2007.368106,https://doi.org/10.1109/cig.2007.368106,https://doi.org/10.1109/cig.2007.368106,doi::https://doi.org/10.1109/cig.2007.368106;publisher::https://ieeexplore.ieee.org/document/4219051/
C0143,b2f39681f5a034872dc8244f26875f66dddb8b7dca8aeb40439de1a73ace8ac0,metadata-02,XA7AB4AC49171,authors,Jarkko Peltomaeki; Frankie Spencer; Ivan Porres,Jarkko Peltomaki; Frankie Spencer; Ivan Porres,Jarkko Peltomäki; Frankie Spencer; Ivan Porres,publisher::https://dl.acm.org/doi/10.1145/3526072.3527522
C0143,b2f39681f5a034872dc8244f26875f66dddb8b7dca8aeb40439de1a73ace8ac0,metadata-02,X093A4FDE28F5,venue,15th International Workshop on Search-Based Software Testing (SBST),Proceedings of the 15th Workshop on Search-Based Software Testing,Proceedings of the 15th Workshop on Search-Based Software Testing,publisher::https://dl.acm.org/doi/10.1145/3526072.3527522
C0143,b2f39681f5a034872dc8244f26875f66dddb8b7dca8aeb40439de1a73ace8ac0,metadata-02,XC10076C349D3,source_type,conference paper; official artifact,paper,conference paper,publisher::https://dl.acm.org/doi/10.1145/3526072.3527522
C0143,b2f39681f5a034872dc8244f26875f66dddb8b7dca8aeb40439de1a73ace8ac0,metadata-02,X57B57E64E501,screening_status,candidate,excluded,NR,NR
