candidate_id,input_sha256,agent_id,input_conflict_id,field,value_a,value_b,resolution,resolution_evidence
C0055,69a34a93ffdfcd2fbcf5b393e07d6d1758d331edd94f3a0cb5da39cc8852aef2,metadata-04,X75433D41B59F,venue,PNAS,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,publisher::https://www.pnas.org/doi/10.1073/pnas.96.9.4769
C0055,69a34a93ffdfcd2fbcf5b393e07d6d1758d331edd94f3a0cb5da39cc8852aef2,metadata-04,X489BA96ED744,url,https://doi.org/10.1073/PNAS.96.9.4769,https://doi.org/10.1073/pnas.96.9.4769,https://doi.org/10.1073/pnas.96.9.4769,doi::https://doi.org/10.1073/pnas.96.9.4769
C0060,f256d5f773662396660144921561e2bb39297734ca9fb156104adab3ae6a18dd,metadata-04,X720BB2214BD3,authors,Matthias Mueller; Bruno Heidelberger; Marcus Hennix; John Ratcliff,Mueller et al.,Matthias Müller; Bruno Heidelberger; Marcus Hennix; John Ratcliff,publisher::https://www.sciencedirect.com/science/article/pii/S1047320307000065
C0060,f256d5f773662396660144921561e2bb39297734ca9fb156104adab3ae6a18dd,metadata-04,X4BE257385A54,url,https://doi.org/10.1016/j.jvcir.2007.01.005; https://matthias-research.github.io/pages/publications/posBasedDyn.pdf,https://matthias-research.github.io/pages/publications/posBasedDyn.pdf,https://doi.org/10.1016/j.jvcir.2007.01.005,doi::https://doi.org/10.1016/j.jvcir.2007.01.005
C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,metadata-04,X7BF3D4EFE5B4,title,HDMapGen,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,metadata-04,X6CD60A29A73B,venue,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,metadata-04,X10174784121E,url,https://doi.org/10.1109/CVPR46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,metadata-04,XA90A2B693407,source_type,conference paper,software,conference paper,proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0097,380254549fa0fa5a802f7108878e4eea288aea31a1751f7432f1f81da0165a9c,metadata-04,XB85D65811EF5,source_type,paper,software,conference paper,proceedings::https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,X0F822E88F052,title,F1TENTH: An Open-source Evaluation Environment for Continuous Control and Reinforcement Learning,F1TENTH Gym,F1TENTH: An Open-source Evaluation Environment for Continuous Control and Reinforcement Learning,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,X9193217B7909,authors,F1TENTH contributors,Matthew O'Kelly; Hongrui Zheng; Dhruv Karthik; Rahul Mangharam,Matthew O'Kelly; Hongrui Zheng; Dhruv Karthik; Rahul Mangharam,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,X6C4959D1F1E2,venue,Official documentation and repository,Proceedings of the NeurIPS 2019 Competition and Demonstration Track; PMLR 123,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,XDD493E61F704,url,https://github.com/f1tenth/f1tenth_gym,https://proceedings.mlr.press/v123/o-kelly20a.html,https://proceedings.mlr.press/v123/o-kelly20a.html,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,X11BEF7FC371E,url,https://github.com/f1tenth/f1tenth_gym,https://proceedings.mlr.press/v123/o2020a.html,https://proceedings.mlr.press/v123/o-kelly20a.html,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,XDFB9DD79FB48,url,https://proceedings.mlr.press/v123/o-kelly20a.html,https://proceedings.mlr.press/v123/o2020a.html,https://proceedings.mlr.press/v123/o-kelly20a.html,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
C0180,6dccb2c5a692cd40130d4edc452c8774b021a9d44c3d3fd0121d469a4210d1d1,metadata-04,X0FFF827B915A,source_type,conference paper; official software,official documentation; official repository,conference paper; official software,proceedings::https://proceedings.mlr.press/v123/o-kelly20a.html
