cite_key,survey_evidence_tier,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
DRAFT_C0020,core,adjacent,navigation agent,world_asset,NR,learned_generative;environment_design,geometry_synthesis,penalty,block count;start-goal distance;shortest path length,solved maze path length,NR,PAIRED environment-parameter distribution,zero-shot transfer on six held-out environments across five seeds,NR,NR,NR,NR,open-source code;five random seeds,domain=PDF p. 2 Fig. 1 and Sec. 1;vehicle=PDF p. 2 Fig. 1;course_object=PDF p. 2 Fig. 1;generator_family=PDF p. 5 Sec. 4 and Algorithm 1 for trained adversary output and agent-regret feedback;generation_role=PDF p. 7 Sec. 5.1;validity_strategy=PDF p. 5 Eq. 1 and Algorithm 1;geometry_metrics=PDF p. 6 Fig. 2 and PDF p. 8 Sec. 5.1.2;difficulty_metrics=PDF p. 6 Fig. 2;training_distribution=PDF p. 4 Sec. 3 and PDF p. 5 Algorithm 1;evaluation_suite=PDF p. 7 Fig. 3 and Sec. 5.1.2;reproducibility_fields=PDF p. 5 Sec. 4 and PDF p. 6 Fig. 2,Core learned environment-design method: the trained adversary emits obstacle goal and start parameters using regret feedback; task_selection is not used because geometry changes.
DRAFT_C0021,core,ground,bipedal_walker,world_asset,tile_grid,search_evolutionary;environment_design,task_selection;mutation,not_reported,shortest_path_length;number_of_blocks,regret;return,NR,level_replay_buffer;domain_randomization_samples,MiniHack;MiniGrid;BipedalWalker,MiniHack;MiniGrid;BipedalWalker,NR,NR,NR,open_source_implementation,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. Abstract;vehicle=PDF p. 1 Sec. Abstract;course_object=PDF p. 2 Fig. 1;representation_family=PDF p. 23 Sec. C.1;generator_family=PDF p. 3 Sec. 3;generation_role=PDF p. 3 Algorithm 1;generation_role=PDF p. 3 Sec. 3;validity_strategy=PDF p. 3 Sec. 3;geometry_metrics=PDF p. 4 Fig. 3;difficulty_metrics=PDF p. 3 Sec. 3;training_distribution=PDF p. 23 Sec. C.2;evaluation_suite=PDF p. 4 Sec. 4;simulator=PDF p. 23 Sec. C.1;reproducibility_fields=PDF p. 1 Sec. 1,NR
DRAFT_C0023,core,ground,autonomous_car,open_corridor,parametric_curve;sampled_centerline,constructive;search_evolutionary,mutation;boundary_case,by_construction,NR,lane_center_distance,sparseness,NR,BeamNG_lane_keeping;MNIST,BeamNG,JSON,NR,NR,source_code;objects;experimental_data,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. Abstract;vehicle=PDF p. 1 Sec. Abstract;course_object=PDF p. 4 Fig. 3;representation_family=PDF p. 4 Sec. 4.2;representation_family=PDF p. 4 Sec. 4.2;generator_family=PDF p. 4 Sec. 4.2;generator_family=PDF p. 5 Sec. 5;generation_role=PDF p. 5 Algorithm 1;generation_role=PDF p. 1 Sec. 1;validity_strategy=PDF p. 4 Sec. 4.2;difficulty_metrics=PDF p. 6 Sec. 5.1.2;diversity_metrics=PDF p. 6 Sec. 5.1.1;evaluation_suite=PDF p. 1 Sec. Abstract;simulator=PDF p. 4 Sec. 4.2;export_format=PDF p. 4 Sec. 4.2;reproducibility_fields=PDF p. 11 Sec. 7.4,NR
DRAFT_C0024,core,ground,self-driving car,open_corridor,parametric_curve,search_evolutionary,geometry_synthesis,rejection,curvature;boundary;self-intersection,NR,median Euclidean distance between road segments,12561 simulation-executed road segments,1174 generated test cases with 100 bootstrap samples,BeamNG.tech,JSON,NR,NR,replication package;code;dataset;runtime configuration,domain=PDF p. 1 Abstract and Sec. 1;vehicle=PDF p. 1 Abstract;course_object=PDF p. 1 Sec. 2 and Sec. 3.3;representation_family=PDF p. 2 Sec. 3.2 and Sec. 3.3;generator_family=PDF p. 2 Sec. 3.3;generation_role=PDF p. 2 Sec. 3.3;validity_strategy=PDF p. 2 Sec. 3.3;geometry_metrics=PDF p. 2 Sec. 3.3;diversity_metrics=PDF p. 2 Sec. 3.2;training_distribution=PDF p. 2 Sec. 3.1;evaluation_suite=PDF p. 3 Sec. 4.3 to Sec. 5;simulator=PDF p. 3 Sec. 4.2;export_format=PDF p. 3 Sec. 4.4;reproducibility_fields=PDF p. 3 Sec. 4.2 to Sec. 4.4 and PDF p. 4 Sec. 7,The paper reports a public replication package but the frozen source does not include an inspectable versioned release with access terms; availability remains NR under v2.
DRAFT_C0025,supporting,aerial,quadrotor,gate_chain,gate_poses,human_designed,benchmark_only,NR,track curvature;gate count;gate poses,gate visibility,NR,NR,Game of Drones tiers and nine tracks,AirSim,NR,NR,NR,competition binaries;baseline implementations;API documentation,domain=PDF p. 1 Abstract;vehicle=PDF p. 1 Abstract and PDF p. 2 Sec. 1;course_object=PDF p. 5 Sec. 4;representation_family=PDF p. 5 Sec. 4;generator_family=PDF p. 5 Sec. 4;generation_role=PDF p. 5 Sec. 4 and PDF p. 6 Sec. 5;geometry_metrics=PDF p. 5 Sec. 4 Table 1;difficulty_metrics=PDF p. 5 Sec. 4;evaluation_suite=PDF p. 6 Sec. 5;simulator=PDF p. 3 Sec. 3;reproducibility_fields=PDF p. 6 Sec. 5 and PDF p. 9 Appendix A,Supporting fixed benchmark: nine human-designed gate tracks and their gate-pose representation are documented; no source-native parameterized or stochastic course-changing mechanism is established.
DRAFT_C0047,core,ground,car,closed_track,parametric_curve,constructive;stochastic_procedural,geometry_synthesis,rejection;repair_projection,point spacing;turn angle,NR,NR,NR,NR,Unity,NR,official_open,NR,random-point count;point-spacing iterations;angle iterations;maximum displacement,survey_evidence_tier=repo@8cf5fe26 README.md#L11-L44;domain=repo@8cf5fe26 README.md#L11-L12;vehicle=repo@8cf5fe26 README.md#L11-L12;course_object=repo@8cf5fe26 Generation/SplineGenerator.cs#L23-L33;representation_family=repo@8cf5fe26 README.md#L28-L34;generator_family=repo@8cf5fe26 Generation/PointGenerator.cs#L69-L95;generation_role=repo@8cf5fe26 README.md#L19-L44;validity_strategy=repo@8cf5fe26 Generation/PointGenerator.cs#L55-L66 (intersection and bounds rejection);validity_strategy=repo@8cf5fe26 Generation/PointGenerator.cs#L162-L244 (spacing and angle repair);geometry_metrics=repo@8cf5fe26 Generation/PointGenerator.cs#L17-L24;simulator=repo@8cf5fe26 README.md#L3-L4;code_status=repo@8cf5fe26 README.md#L11-L17;reproducibility_fields=repo@8cf5fe26 Generation/PointGenerator.cs#L8-L28,NR
DRAFT_C0049,core,ground,NR,closed_track,centerline_plus_width,constructive;stochastic_procedural,geometry_synthesis,by_construction,NR,NR,NR,NR,NR,Unity,NR,NR,NR,Perlin_noise;A_star_pathfinding;halfTrackWidth,survey_evidence_tier=repo@1653b381 README.md#L1-L2;domain=repo@1653b381 README.md#L1-L2;course_object=repo@1653b381 ProceduralTrackGeneration/Assets/NodeGrid.cs#L518-L537;representation_family=repo@1653b381 ProceduralTrackGeneration/Assets/NodeGrid.cs#L21-L47;representation_family=repo@1653b381 ProceduralTrackGeneration/Assets/TrackGenerator.cs#L10-L25 and L46-L72;generator_family=repo@1653b381 ProceduralTrackGeneration/Assets/NodeGrid.cs#L157-L232;generator_family=repo@1653b381 ProceduralTrackGeneration/Assets/NodeGrid.cs#L122-L155;generation_role=repo@1653b381 ProceduralTrackGeneration/Assets/TrackGenerator.cs#L46-L116;validity_strategy=repo@1653b381 ProceduralTrackGeneration/Assets/NodeGrid.cs#L518-L537;simulator=repo@1653b381 ProceduralTrackGeneration/Assets/TrackGenerator.cs#L1-L31;reproducibility_fields=repo@1653b381 README.md#L1-L2;reproducibility_fields=repo@1653b381 ProceduralTrackGeneration/Assets/TrackGenerator.cs#L5-L12,NR
DRAFT_C0050,core,ground,car,closed_track,sampled_centerline;occupancy_heightfield_mesh,constructive;stochastic_procedural,geometry_synthesis;serialization,by_construction,curvature;track width,NR,NR,NR,NR,NR,CSV;PNG;YAML,official_open,official_open,optional random seed;width;height;track width;control-point count,survey_evidence_tier=repo@45848d15 track_generator.py#L9-L52;domain=repo@45848d15 README.md#L1-L2;vehicle=repo@45848d15 README.md#L1-L2;course_object=repo@45848d15 track_generator.py#L29-L36;representation_family=repo@45848d15 track_generator.py#L54-L78 (sampled centerline CSV);representation_family=repo@45848d15 track_generator.py#L42-L52 and #L81-L96 (occupancy image and YAML);generator_family=repo@45848d15 track_generator.py#L29-L50 (spline and raster construction);generator_family=repo@45848d15 track_generator.py#L17-L27 (random geometry sampling);generation_role=repo@45848d15 track_generator.py#L54-L96;validity_strategy=repo@45848d15 track_generator.py#L29-L36 (explicit periodic closed loop);geometry_metrics=repo@45848d15 track_generator.py#L43-L50;export_format=repo@45848d15 track_generator.py#L76-L96;code_status=repo@45848d15 track_generator.py#L1-L120;asset_status=repo@45848d15 racing_map.yaml#L1-L9;reproducibility_fields=repo@45848d15 track_generator.py#L9-L13;reproducibility_fields=repo@45848d15 track_generator.py#L107-L120,NR
DRAFT_C0051,core,ground,NR,open_corridor,sampled_centerline,constructive;stochastic_procedural,geometry_synthesis,rejection,gradient_and_interpoint_distance,NR,NR,NR,NR,NR,NR,NR,NR,seed_parameter,survey_evidence_tier=repo@b51edbc README.md#L1-L5;domain=repo@b51edbc README.md#L1-L5;course_object=repo@b51edbc README.md#L4-L5 and TrackGenerator.cc#L103-L108;representation_family=repo@b51edbc TrackGenerator.h#L18-L25 and TrackGenerator.cc#L103-L108;generator_family=constructive: repo@b51edbc TrackGenerator.cc#L35-L108;generator_family=stochastic_procedural: repo@b51edbc README.md#L4-L5 and TrackGenerator.cc#L112-L130;generation_role=repo@b51edbc TrackGenerator.h#L24-L25;validity_strategy=repo@b51edbc TrackGenerator.cc#L103-L104 and #L129-L133;geometry_metrics=repo@b51edbc TrackGenerator.cc#L62-L87;reproducibility_fields=repo@b51edbc TrackGenerator.h#L20-L22,The pinned source constructs a sampled open angular route from randomized points and retries failed route constructions; no public access terms establish an open-code status.
DRAFT_C0052,core,adjacent,NR,road_network,segment_grammar,constructive,geometry_synthesis,rejection;repair_projection,NR,NR,NR,NR,NR,NR,NR,NR,NR,extended parametric L-system;globalGoals;localConstraints,"survey_evidence_tier=PDF Sec. 3, Roadmap generation;domain=PDF Sec. 3, Roadmap generation;course_object=PDF Sec. 3, Roadmap generation;representation_family=PDF p. 3, Sec. 3.1 (extended parametric L-system modules and productions);generator_family=PDF Sec. 3, Roadmap generation;generation_role=PDF p. 3, Sec. 3.1 (road-segment creation);validity_strategy=PDF p. 3, Sec. 3.1 (FAILED modules deleted);validity_strategy=PDF pp. 3-4, Secs. 3.1 and 3.3 (localConstraints parameter adjustment);reproducibility_fields=PDF Sec. 3, Roadmap generation",NR
DRAFT_C0054,core,adjacent,NR,road_network,waypoint_graph,constructive;human_designed,geometry_synthesis,not_reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 1 Abstract and Sec. 1;domain=PDF p. 1 Abstract;course_object=PDF p. 1 Abstract and PDF p. 2 Sec. 3;representation_family=PDF p. 2 Sec. 3;generator_family=constructive: PDF p. 2 Sec. 3;generator_family=human_designed: PDF p. 1 Abstract and Sec. 1;generation_role=PDF p. 2 Sec. 3;validity_strategy=PDF p. 2 Sec. 3,Adjacent-domain street-network synthesis is source-native; the inspected generation pipeline does not report a validity mechanism or release availability.
DRAFT_C0063,core,NR,NR,NR,NR,NR,geometry_synthesis,not_reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,num_envs;device;seeds,survey_evidence_tier=repo@cf9e9433 track_gen/_src/track_generator.py#L1-L19;generation_role=repo@cf9e9433 track_gen/_src/track_generator.py#L34-L56;validity_strategy=repo@cf9e9433 track_gen/_src/track_generator.py#L1-L19;reproducibility_fields=repo@cf9e9433 track_gen/_src/track_generator.py#L43-L52;reproducibility_fields=repo@cf9e9433 track_gen/_src/track_generator.py#L116-L136,NR
DRAFT_C0069,contextual,adjacent,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,domain=PDF p. 1 Abstract and Sec. I.A,Contextual PCG framework only; it does not directly establish a robot-course implementation or performance claim.
DRAFT_C0071,contextual,adjacent,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF p. 1, Sec. 1",NR
DRAFT_C0088,supporting,ground,race_car,closed_track,NR,NR,NR,NR,NR,NR,NR,NR,IAC_passing_competition,NR,NR,NR,NR,NR,survey_evidence_tier=PDF p. 3 Sec. 1;domain=PDF p. 3 Sec. 1;vehicle=PDF p. 3 Sec. 1;course_object=PDF p. 3 Sec. 1 and PDF p. 5 Sec. 4.3;evaluation_suite=PDF p. 3 Sec. 1 and PDF p. 12 Sec. 7,Supporting-only: rules define a fixed racing competition and track locations but no course-generation method.
DRAFT_C0097,core,adjacent,NR,road_network,hybrid,learned_generative,geometry_synthesis,not_reported,negative log likelihood,NR,temperature-controlled sampling variance,Argoverse lane-map samples;in-house map samples,Argoverse dataset;in-house dataset,NR,NR,NR,NR,NR,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF Sec. 2.1, Street Map Modeling and Generation;course_object=PDF Sec. 3.1, Data Representation;representation_family=PDF pp. 3-4, Sec. 3.1 and Fig. 3 (two-level hierarchical global/local graph);generator_family=PDF Sec. 3.2, Autoregressive Modeling;generation_role=PDF Sec. 3.2, Global Graph Generation;validity_strategy=PDF pp. 3-5, Secs. 3.1-3.2 (inspected generation material; mechanism not reported);geometry_metrics=PDF Sec. 4.2, Table 1;diversity_metrics=PDF Sec. 3.2, Local Graph Generation;training_distribution=PDF Sec. 4.1, Datasets;evaluation_suite=PDF Sec. 4.1, Datasets",NR
DRAFT_C0102,core,ground,autonomous_ground_robot,waypoint_sequence;world_asset,waypoint_graph;occupancy_heightfield_mesh,constructive;stochastic_procedural,geometry_synthesis,rejection,map_size;obstacle_density,minimum_route_length;event_score,randomized_map_parameters,NR,500_unique_situations,Player_Stage,NR,official_open,official_open,configuration_files;random_variation,"survey_evidence_tier=PDF p. 1, Abstract;domain=PDF p. 1, Abstract;vehicle=PDF p. 4, Sec. 4.1;course_object=PDF p. 3, Sec. 3;representation_family=PDF p. 3, Sec. 3;representation_family=PDF p. 3, Sec. 3;generator_family=PDF p. 3, Sec. 3;generator_family=PDF p. 3, Sec. 3;generation_role=PDF p. 3, Sec. 3;validity_strategy=PDF p. 3, Sec. 3;geometry_metrics=PDF p. 3, Sec. 3;difficulty_metrics=PDF p. 3, Sec. 3;diversity_metrics=PDF p. 3, Sec. 3;evaluation_suite=PDF p. 4, Sec. 4.1;simulator=PDF p. 3, Sec. 3;code_status=PDF p. 3, Sec. 3;asset_status=PDF p. 4, Sec. 4.1;reproducibility_fields=PDF p. 3, Sec. 3;reproducibility_fields=PDF p. 4, Sec. 4.1",NR
DRAFT_C0107,core,ground,Pioneer_3_AT;lane_keeping_vehicle,open_corridor;world_asset,segment_grammar,constructive;stochastic_procedural;search_evolutionary,geometry_synthesis;mutation;boundary_case,rejection,NR,fault_revealing_fitness,Jaccard_distance,NR,smart_thermostat;robot_obstacle_avoidance;lane_keeping,Player_Stage;SBST2021_test_pipeline,NR,NR,NR,source_code_repository,survey_evidence_tier=PDF p. 1 Sec. Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 2 Sec. 1;representation_family=PDF p. 4 Sec. 3;generator_family=PDF p. 4 Sec. 3;generator_family=PDF p. 6 Sec. 4;generator_family=PDF p. 6 Sec. 4;generation_role=PDF p. 4 Sec. 3;generation_role=PDF p. 6 Sec. 4;generation_role=PDF p. 1 Sec. Abstract;validity_strategy=PDF p. 17 Sec. 6.3;difficulty_metrics=PDF p. 1 Sec. Abstract;diversity_metrics=PDF p. 1 Sec. Abstract;evaluation_suite=PDF p. 1 Sec. Abstract;simulator=PDF p. 18 Sec. 8;reproducibility_fields=PDF p. 20 Ref. 24,NR
DRAFT_C0110,core,ground,autonomous driving agent,road_network,segment_grammar,constructive;stochastic_procedural;search_evolutionary,geometry_synthesis;boundary_case,rejection,feature-map coverage,off-lane deviation,total coverage;clustering coverage;clustering entropy,NR,SBFT 2024 CPS competition,NR,NR,NR,NR,Algorithm 1;length and curvature partitions;strength and budget,survey_evidence_tier=PDF p. 1 Abstract;domain=PDF p. 1 Sec. 1;vehicle=PDF p. 1 Sec. 1;course_object=PDF p. 1 Sec. 1;representation_family=PDF p. 1 Sec. 2;generator_family=PDF p. 1 Sec. 1 and PDF p. 2 Sec. 2 Road generation;generation_role=PDF p. 1 Abstract and Sec. 1;validity_strategy=PDF p. 2 Sec. 2 Road generation;geometry_metrics=PDF p. 2 Sec. 3;difficulty_metrics=PDF p. 1 Sec. 1 and PDF p. 2 Sec. 2;diversity_metrics=PDF p. 2 Sec. 3;evaluation_suite=PDF p. 2 Sec. 3;reproducibility_fields=PDF p. 1 Sec. 2 and PDF p. 2 Algorithm 1,NR
DRAFT_C0118,core,ground,Mana_robot,world_asset,occupancy_heightfield_mesh,constructive;stochastic_procedural,geometry_synthesis,by_construction,map_size;obstruction_percentage;smoothness,mission_success_rate;mission_duration;trajectory_tortuousness,NR,NR,NR,MORSE,NR,NR,NR,NR,survey_evidence_tier=PDF p. 2 Sec. Abstract;domain=PDF p. 2 Sec. I;vehicle=PDF p. 3 Sec. III;course_object=PDF p. 2 Sec. Abstract;representation_family=PDF p. 4 Sec. IV-A;generator_family=PDF p. 4 Sec. IV-A;generator_family=PDF p. 4 Sec. IV-A;generation_role=PDF p. 4 Sec. IV-A;validity_strategy=PDF p. 4 Sec. IV-A;geometry_metrics=PDF p. 4 Sec. IV-A;difficulty_metrics=PDF p. 6 Sec. V;simulator=PDF p. 3 Sec. III,NR
