candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
BG-012,FSTDelft2026RandomTrackGenerator,Random Track Generator,Mees van Loben Sels; Formula Student Team Delft contributors,2026,PyPI software package,NR,https://pypi.org/project/random-track-generator/,official software,Formula Student Driverless,Formula Student Driverless random track generator official repository FSSIM paper,blind-ground,candidate,NR,unverified,https://pypi.org/project/random-track-generator/1.1.0/; https://github.com/mvanlobensels/random-track-generator/tree/4ad014853493d5500aec9dd7121d6dc8f8c240c0,autonomous racing; competition course design,Formula Student Driverless car,cone-marked closed course,bounded Voronoi regions; control points; cubic splines; cone boundaries,constructive stochastic generation; local extension modes,generates rules-oriented cone courses and serializes simulator/test formats,bounded generation region; minimum radius; track width; cone-spacing/rule presets,length; radius; width; cone spacing,rule-limit proximity; exact score NR,seeded-layout variety; exact metric NR,seeded random layouts; expand/extend/random modes,unbounded runtime sampling; fixed evaluation suite NR,FSSIM; Formula Student Driverless simulators,FSSIM YAML; FSDS CSV; GPX,official_open,official_open,PyPI package version 1.1.0; owner-matched repository snapshot commit 4ad014853493d5500aec9dd7121d6dc8f8c240c0; release-to-commit mapping unresolved; seed; rule preset; spline parameters; spacing parameters; Python >=3.11; NumPy <2.0; SciPy; Shapely; PyYAML; gpxpy; MIT license,https://pypi.org/project/random-track-generator/1.1.0/; https://github.com/mvanlobensels/random-track-generator/blob/4ad014853493d5500aec9dd7121d6dc8f8c240c0/README.md; https://github.com/mvanlobensels/random-track-generator/blob/4ad014853493d5500aec9dd7121d6dc8f8c240c0/random_track_generator/track_generator.py; https://github.com/mvanlobensels/random-track-generator/tree/4ad014853493d5500aec9dd7121d6dc8f8c240c0/random_track_generator/tracks,"Official software rather than a research paper. PyPI 1.1.0 names owner mvanlobensels but omits project_urls. The matching owner repository links the PyPI package, attributes Formula Student Team Delft, and documents Voronoi generation and FSSIM/FSDS/GPX export; commit 4ad014853493d5500aec9dd7121d6dc8f8c240c0 is the current provenance snapshot audited here, not an established source mapping for PyPI release 1.1.0. The exact release-to-commit mapping remains unresolved."
BG-013,LiEtAl2020PGDrive,Improving the Generalization of End-to-End Driving through Procedural Generation,Quanyi Li; Zhenghao Peng; Qihang Zhang; Cong Qiu; Chunxiao Liu; Bolei Zhou,2020,arXiv,10.48550/arXiv.2012.13681,https://arxiv.org/abs/2012.13681,preprint; official software,robot-learning benchmark,"""Improving the Generalization of End-to-End Driving through Procedural Generation"" authors",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2012.13681; https://github.com/decisionforce/pgdrive/tree/2ba6cac2e83fb06947a00f92baa2cda948c05d50,robot learning; autonomous driving,simulated road vehicle,procedural road network,sequence/graph of seven parameterized road blocks,rule-based stochastic block composition,samples training and held-out road networks for end-to-end driving,block connection and lane continuity constraints; collision/boundary checks,block count; road length; curvature/topology descriptors NR,success; crash; out-of-road,unseen-map generalization across random seeds,procedural train/test map seeds; exact counts vary by experiment,PPO and SAC generalization evaluations,PGDrive; Panda3D,runtime map representation,official_open,NR,seed split; block vocabulary; policy algorithm; simulator version,https://arxiv.org/pdf/2012.13681; https://github.com/decisionforce/pgdrive/tree/2ba6cac2e83fb06947a00f92baa2cda948c05d50,Geometry generation is central; traffic and appearance randomization are separate managers. Official repository pinned at 2ba6cac2e83fb06947a00f92baa2cda948c05d50; no separate generated-map asset release was asserted.
BG-014,LiEtAl2023MetaDrive,MetaDrive: Composing Diverse Driving Scenarios for Generalizable Reinforcement Learning,Quanyi Li; Zhenghao Peng; Lan Feng; Qihang Zhang; Zhenghai Xue; Bolei Zhou,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence 45(3),10.1109/TPAMI.2022.3190471,https://doi.org/10.1109/TPAMI.2022.3190471,journal article; official software,robot-learning benchmark,procedurally generated driving simulator road networks reinforcement learning MetaDrive official paper,blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2109.12674; https://github.com/metadriverse/metadrive/tree/85e5dadc6c7436d324348f6e3d8f8e680c06b4db,robot learning; autonomous driving,simulated road vehicle,procedural road network; driving scenario,road-block sequence; lane graph; parameterized curves and intersections,compositional procedural generation,composes road geometry and separate traffic/object distributions for training and evaluation,connection sockets; lane continuity; block overlap and boundary checks,road/block topology; exact metric set NR,success; crash; out-of-road; route completion,seeded unlimited map/scenario distribution,train/test seeds and configurable map counts,RL generalization; safety and efficiency suites,MetaDrive; Panda3D,runtime map/scenario objects,official_open,NR,global seed; map count; block sequence; manager settings; simulator version,https://arxiv.org/pdf/2109.12674; https://github.com/metadriverse/metadrive/tree/85e5dadc6c7436d324348f6e3d8f8e680c06b4db,Only map geometry is coded as course generation; actor and dynamics randomization are distinct. Official repository pinned at 85e5dadc6c7436d324348f6e3d8f8e680c06b4db; no separate generated-scenario asset release was asserted.
BG-015,GambiMullerFraser2019AsFault,Automatically Testing Self-Driving Cars with Search-Based Procedural Content Generation,Alessio Gambi; Marc Mueller; Gordon Fraser,2019,Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),10.1145/3293882.3330566,https://doi.org/10.1145/3293882.3330566,conference paper; official software,autonomous-vehicle testing,"""Automatically testing self-driving cars"" AsFault official ACM",blind-ground,candidate,NR,unverified,https://doi.org/10.1145/3293882.3330566; https://research.imc.ac.at/en/publications/automatically-testing-self-driving-cars-with-search-based-procedu/; https://github.com/alessiogambi/AsFault/tree/a2682869129e54bd897e7d67174f580c5e28e19d,autonomous-vehicle testing,simulated car,road network/test course,road spine polyline assembled from parameterized segments,search-based PCG; genetic algorithm; backtracking repair,synthesizes failure-revealing road geometries for lane keeping,incremental placement; reject overlap/self-intersection; backtrack invalid attachments,road length; curvature; turn count,lane departure; distance from lane center,road-feature spread; exact metric NR,evolutionary populations and random baseline,repeated time-budget experiments; exact counts NR,BeamNG.tech; DeepDriving agent,BeamNG road/scenario,official_open,NR,seed; time budget; segment grammar; GA settings; BeamNG version; agent version; MIT-licensed author repository; BeamNG dependency,https://doi.org/10.1145/3293882.3330566; https://github.com/alessiogambi/AsFault/blob/a2682869129e54bd897e7d67174f580c5e28e19d/README.rst,Traffic and weather are not the generated object; the road spine is. Code is available in the author-owned AsFault repository at pinned commit a2682869129e54bd897e7d67174f580c5e28e19d. No separate generated-test asset release was verified.
BG-016,RiccioTonella2020DeepJanus,Model-Based Exploration of the Frontier of Behaviours for Deep Learning System Testing,Vincenzo Riccio; Paolo Tonella,2020,Proceedings of the 28th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (ESEC/FSE),10.1145/3368089.3409730,https://doi.org/10.1145/3368089.3409730,conference paper; official artifact,autonomous-vehicle testing,DeepJanus autonomous driving road generation DOI,blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2007.02787; https://doi.org/10.1145/3368089.3409730; https://github.com/testingautomated-usi/DeepJanus/tree/59bff3e04f92b0ba1b444c02b152162b2dc56d40,autonomous-vehicle testing,simulated car,road/test course,Cartesian control points; Catmull-Rom spline,multiobjective evolutionary frontier search,mutates paired roads to map the behavioral frontier between safe and failing tests,map bounds; no self-intersection; curvature/domain constraints,road curvature; control-point geometry,distance to behavioral boundary; lane departure,frontier spread; sparseness,evolutionary populations of paired tests,BeamNG lane-keeping case study; exact test count NR,BeamNG.tech; DAVE-2,BeamNG test format,official_open,official_open,seed; population; generations; feature pair; validity thresholds; model versions; simulator versions; MIT license; raw experimental data,"Sections 4.2, 5, and reproducibility statement: https://arxiv.org/pdf/2007.02787; https://github.com/testingautomated-usi/DeepJanus/blob/59bff3e04f92b0ba1b444c02b152162b2dc56d40/README.md; https://github.com/testingautomated-usi/DeepJanus/tree/59bff3e04f92b0ba1b444c02b152162b2dc56d40/DeepJanus-BNG","The framework has multiple domains; this row codes only its road-geometry case study. The paper cites the official DeepJanus repository, which contains DeepJanus-BNG code and raw experiment data; repository pinned at 59bff3e04f92b0ba1b444c02b152162b2dc56d40."
BG-017,ZohdinasabEtAl2021DeepHyperion,DeepHyperion: Exploring the Feature Space of Deep Learning-Based Systems through Illumination Search,Tahereh Zohdinasab; Vincenzo Riccio; Alessio Gambi; Paolo Tonella,2021,Proceedings of the 30th ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),10.1145/3460319.3464811,https://doi.org/10.1145/3460319.3464811,conference paper; official artifact,autonomous-vehicle testing,"""DeepHyperion: Exploring the Feature Space"" DOI",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2107.06997; https://doi.org/10.1145/3460319.3464811; https://doi.org/10.5281/zenodo.8146334,autonomous-vehicle testing,simulated car,road/test course,spline road encoded by mutable control points,MAP-Elites; illumination search,generates roads to populate user-selected geometric feature maps and reveal failures,inherits road bounds; curvature; continuity; and nonintersection checks,curvature; segment count; feature-map axes,lane departure; failure rate,feature-map coverage; occupied cells; failure diversity,archive of elites per feature cell,multiple illumination-search runs; exact budget NR,BeamNG.tech; DAVE-2,BeamNG test format,official_open,official_open,feature definitions; bins; search budget; seeds; simulator/model versions,https://arxiv.org/pdf/2107.06997; https://zenodo.org/records/8146334,"Illumination search generates geometry; it is not test selection over a fixed road pool. Zenodo record 8146334 contains code.zip, README.md, and LICENSE."
BG-018,HumeniukKhomhAntoniol2022AmbieGen,A Search-Based Framework for Automatic Generation of Testing Environments for Cyber-Physical Systems,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2022,Information and Software Technology 149,10.1016/j.infsof.2022.106936,https://doi.org/10.1016/j.infsof.2022.106936,journal article; official software,autonomous-vehicle testing,"""A search-based framework for automatic generation of testing environments"" DOI",blind-ground,candidate,NR,unverified,https://arxiv.org/abs/2203.12138; https://doi.org/10.1016/j.infsof.2022.106936,autonomous-systems testing,simulated car; mobile robot,road course; 2D obstacle map,road matrix of straight/left/right segments with length and angle; obstacle-grid encoding,NSGA-II; random generation,generates road topologies for LKAS and obstacle maps for robot navigation,surrogate kinematic simulation; map bounds; segment feasibility; overlap checks,segment length 5-50 m; turn angle 5-85 degrees; path geometry,lane deviation; path/task fitness,Jaccard distance; suite diversity,multiobjective populations plus random/single-objective baselines,two case studies with repeated runs; exact counts NR,BeamNG.tech; lightweight bicycle/Stanley surrogate; robot simulator NR,BeamNG road test; obstacle map,not_found,not_found,segment ranges; objectives; population; generations; surrogate and simulator settings,https://arxiv.org/pdf/2203.12138,"Both road and obstacle-course generation are in scope; surrogate dynamics are validity/evaluation support. The paper cites https://github.com/dgumenyuk/Environment-generation.git for replication, but that official URL returned 404 during the 2026-06-29 audit; code_status and asset_status are therefore not_found."
BG-019,KlampflKlueckWotawa2022ALKSTesting,Using Genetic Algorithms for Automating Automated Lane-Keeping System Testing,Lorenz Klampfl; Florian Klueck; Franz Wotawa,2022,Journal of Software: Evolution and Process,10.1002/smr.2520,https://doi.org/10.1002/smr.2520,journal article,autonomous-vehicle testing,"""Using genetic algorithms for automating automated lane-keeping system testing"" DOI",blind-ground,candidate,NR,unverified,https://onlinelibrary.wiley.com/doi/10.1002/smr.2520,autonomous-vehicle testing,simulated car,road/test course,seven Bezier control points in a 200 m by 200 m map,genetic algorithm variants,evolves failure-revealing lane-keeping roads,map bounds; reject overly sharp or overlapping roads; geometric feasibility checks,road length; curvature; Frechet distance,failure probability; time to failure; lane departure,Frechet-distance sparseness,GA populations under multiple configurations,10 repetitions; 2400 configuration runs reported,BeamNG.tech,BeamNG road test,NR,NR,control-point count; map size; GA configurations; repetitions; validity thresholds,https://onlinelibrary.wiley.com/doi/10.1002/smr.2520,Published online in 2022; later issue dating should be checked during bibliography normalization.
BG-020,KlikovitsEtAl2023FreneticLib,Frenetic-lib: An Extensible Framework for Search-Based Generation of Road Structures for ADS Testing,Stefan Klikovits; Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,2023,Science of Computer Programming 230,10.1016/j.scico.2023.102996,https://doi.org/10.1016/j.scico.2023.102996,journal article; official software,autonomous-vehicle testing,"""Frenetic-lib"" road structures ADS testing paper",blind-ground,candidate,NR,unverified,https://doi.org/10.1016/j.scico.2023.102996; https://frenetic-lib.readthedocs.io/; https://github.com/ERATOMMSD/frenetic-lib/tree/75c639f0773001779a7216b20c3a2f143eec1f1c,autonomous-vehicle testing,simulated car,road/test course,Bezier; Cartesian; curvature/kappa; theta road encodings,extensible genetic search,generates and optimizes roads through interchangeable representations and objectives,representation-specific bounds; curvature; continuity; self-intersection checks,length; curvature; representation-dependent geometry,lane departure; user-defined objective,pairwise road distance; suite spread,configurable evolutionary populations,cross-representation experiments; exact counts NR,simulator-pluggable; BeamNG adapters,library road objects; simulator adapters,official_open,NR,representation; operators; objective; seed; budget; simulator adapter; Python 3.9; MIT license,https://doi.org/10.1016/j.scico.2023.102996; https://github.com/ERATOMMSD/frenetic-lib/tree/75c639f0773001779a7216b20c3a2f143eec1f1c; https://frenetic-lib.readthedocs.io/,"A generator framework, not a fixed-course controller. Official documentation links the public GitHub repository and PyPI package; repository pinned at 75c639f0773001779a7216b20c3a2f143eec1f1c. A separate data asset was not verified."
BG-021,ArcainiCetinkaya2024CRAG,CRAG - A Combinatorial Testing-Based Generator of Road Geometries for ADS Testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming 238,10.1016/j.scico.2024.103171,https://doi.org/10.1016/j.scico.2024.103171,journal article; official software,autonomous-vehicle testing,CRAG combinatorial testing based generator road geometries ADS testing paper,blind-ground,candidate,NR,unverified,https://www.sciencedirect.com/science/article/pii/S0167642324000947,autonomous-vehicle testing,simulated car,road/test course,high-level discrete road-section configuration plus continuous concrete geometry,combinatorial testing; local search,covers road-configuration interactions then searches concrete geometries for ADS failures,configurable road sections; partition bounds; geometry validity filters,section count; road scalar/shape parameters,out-of-bounds failures; test fitness,failure diversity; competition feature-map coverage,covering arrays/configuration suites plus search,16 hyperparameter combinations; SBFT 2023 competition evaluation,BeamNG.tech,SBFT road-test format,NR,NR,strength; section count; partitions; scalar bounds; search goal; time budget,https://www.sciencedirect.com/science/article/pii/S0167642324000947,"Combines topology/configuration coverage with concrete geometry generation. The focused audit found the official article but no accessible official repository/package locator, so code_status and asset_status are NR rather than inferred from the article's software-publication label."
