candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,discovery_stream,discovery_query,discovery_agent,screening_status,exclusion_reason,metadata_status,metadata_evidence,domain,vehicle,course_object,representation_family,generator_family,generation_role,validity_strategy,geometry_metrics,difficulty_metrics,diversity_metrics,training_distribution,evaluation_suite,simulator,export_format,code_status,asset_status,reproducibility_fields,evidence_locator,coding_notes
BAAM-A011,XuEtAl2024OmniDrones,OmniDrones: An Efficient and Flexible Platform for Reinforcement Learning in Drone Control,Botian Xu; Feng Gao; Chao Yu; Ruize Zhang; Yi Wu; Yu Wang,2024,IEEE Robotics and Automation Letters,10.1109/LRA.2024.3356168,https://arxiv.org/abs/2309.12825,journal paper,aerial,OmniDrones efficient flexible platform reinforcement learning drone control track task official,blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2309.12825; https://omnidrones.readthedocs.io/; https://github.com/btx0424/OmniDrones,aerial control; agile navigation,multirotor,moving gate; cluttered forest; fly-through obstacle,Isaac Sim task configuration; gate/obstacle actor poses,task-specific randomization,randomizes gate location/motion and cluttered navigation environments for benchmark tasks,task bounds; Isaac collision geometry,gate scale/range; forest density/spacing where configured,task return; tracking error; collision/success where task defines it,more than 10 tasks; random task instances,per-environment randomized task state in GPU-parallel simulation,FlyThrough; Navigation in Cluttered Environment; TransportFlyThrough and other benchmarks,NVIDIA Omniverse Isaac Sim,Hydra/YAML task configs; USD/URDF assets,official_open,official_open,task YAML; randomization ranges; robot/sensor/control mode; parallel env count,"https://arxiv.org/pdf/2309.12825, Table I and task descriptions; https://omnidrones.readthedocs.io/, FlyThrough and Navigation task pages; https://github.com/btx0424/OmniDrones, task configurations",Platform randomization is task-local; no general ordered multi-gate generator was verified. A global traversability check was not reported.
BAAM-A012,JoshiEtAl2023SimToRealObstacleAvoidance,Sim-to-Real Deep Reinforcement Learning based Obstacle Avoidance for UAVs under Measurement Uncertainty,Bhaskar Joshi; Dhruv Kapur; Harikumar Kandath,2023,arXiv preprint,10.48550/arXiv.2303.07243,https://arxiv.org/abs/2303.07243,preprint,aerial,site:arxiv.org autonomous surface vessel random obstacle scenarios reinforcement learning waypoint distribution,blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2303.07243,aerial navigation,quadrotor,waypoint goal; obstacle field,NR,episode-wise obstacle-count randomization,varies obstacle number and measurement uncertainty between episodes,NR,obstacle count,obstacle-count variation; measurement uncertainty,varying obstacle counts; varying measurement-uncertainty levels,per-episode obstacle-count and measurement-uncertainty variation,simulation; real-world experiments,NR,NR,NR,NR,obstacle-count variation; measurement-uncertainty distribution,"https://arxiv.org/abs/2303.07243, abstract","Geometry randomization is present but sparsely specified in accessible metadata. Only the arXiv abstract was retrieved; simulator identity, world bounds, feasibility checks, exact counts, and code availability remain NR. The paper is not counted as an asset."
BAAM-A013,YuEtAl2025MAVRL,MAVRL: Learn to Fly in Cluttered Environments with Varying Speed,Hang Yu; Christophe De Wagter; Guido C. H. E. de Croon,2025,IEEE Robotics and Automation Letters,10.1109/LRA.2024.3522778,https://arxiv.org/abs/2402.08381,journal paper,aerial,"""MAVRL: Learn to Fly in Cluttered Environments with Varying Speed""",blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2402.08381; https://github.com/tudelft/mavrl,aerial agile navigation,quadrotor,point-goal clutter field,random clutter map; depth observations; Poisson-radius complexity,random obstacle-field sampling,trains and evaluates speed-adaptive navigation across clutter levels,simulator collisions; start-goal sampling; Poisson-radius traversability characterization,Poisson radius; obstacle density; clearance,success rate; agility/average speed; collision; Pareto safety-speed tradeoff,varying clutter levels and unseen real environments,randomized simulated clutter with varying complexity,simulation density sweep; real drone fine-tuning and deployment,NR,public environment/config files,official_open,official_open,environment config; clutter metric; training seeds; speed commands; real-flight setup,"https://arxiv.org/pdf/2402.08381, Secs. III-V; https://github.com/tudelft/mavrl, environment configuration and models",Included for explicit obstacle-course distribution; primary emphasis is speed adaptation.
BAAM-A014,KulkarniAlexis2024DeepCollisionEncoding,Reinforcement Learning for Collision-free Flight Exploiting Deep Collision Encoding,Mihir Kulkarni; Kostas Alexis,2024,IEEE International Conference on Robotics and Automation (ICRA),10.48550/arXiv.2402.03947,https://arxiv.org/abs/2402.03947,conference paper,aerial,"""Reinforcement Learning for Collision-Free Flight Exploiting Deep Collision Encoding""",blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2402.03947; https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/3155201/DCE_RL_ICRA_2024.pdf,aerial agile navigation,quadrotor,point-goal obstacle field,Aerial Gym randomized primitive environment; goal pose,parallel primitive-obstacle randomization,supplies diverse collision geometries for encoder and RL navigation training,robot-size-aware collision labels; simulator collision checks; bounded goal/environment,NR,collision-free success; goal completion; latency; sim-to-real resilience,diverse simulation and real environments,simulated and real depth data for encoder; randomized navigation environments,simulation studies and real deployments,Aerial Gym; Isaac Gym,Aerial Gym configuration,NR,official_open,encoder dataset composition; environment randomization; robot size; policy settings,"https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/3155201/DCE_RL_ICRA_2024.pdf, Secs. III-IV; https://github.com/ntnu-arl/aerial_gym_simulator, environment assets",Generator is inherited from Aerial Gym; this row captures its use in an evaluated agile-control pipeline. Paper-specific code availability is NR; official Aerial Gym dependency assets are counted as reusable assets.
BAAM-A015,ZhangEtAl2025DifferentiablePhysics,Learning vision-based agile flight via differentiable physics,Yuang Zhang; Yu Hu; Yunlong Song; Danping Zou; Weiyao Lin,2025,Nature Machine Intelligence,10.1038/s42256-025-01048-0,https://www.nature.com/articles/s42256-025-01048-0,journal paper,aerial,"""Learning vision-based agile flight via differentiable physics"" random obstacles",blind-aerial-maritime,candidate,NR,unverified,https://www.nature.com/articles/s42256-025-01048-0; https://doi.org/10.5281/zenodo.15250256; https://doi.org/10.6084/m9.figshare.26298379,aerial agile navigation; swarm navigation,quadrotor; multi-quadrotor,random obstacle field; agent field,differentiable point-mass simulation; random primitive poses,per-rollout random primitive placement,generates random obstacle fields for end-to-end differentiable policy optimization,simulator collision checks; bounded primitive sampling,primitive type/dimension/position; collision and flight time,single/multi-agent mode; success; collision; speed,randomly placed obstacles; simulated and real forests,random obstacle placements each rollout; 64 environments per batch reported in preprint,single-agent 90% success; multi-agent tests; real forest up to 20 m/s,custom differentiable simulator,NR,official_open,official_open,obstacle primitive families; batch size; rollout horizon; losses; hardware,"https://www.nature.com/articles/s42256-025-01048-0, Extended Data Fig. 1 and Code and Data Availability; https://doi.org/10.5281/zenodo.15250256, code archive; https://doi.org/10.6084/m9.figshare.26298379, data archive",Appearance randomization is not the central mechanism; geometry is resampled for policy training. A global path-feasibility check was not reported.
BAAM-A016,ZhaoEtAl2024SpeedAdaptation,Learning Speed Adaptation for Flight in Clutter,Guangyu Zhao; Tianyue Wu; Yeke Chen; Fei Gao,2024,arXiv preprint,10.48550/arXiv.2403.04586,https://arxiv.org/abs/2403.04586,preprint,aerial,"""Learning speed adaptation for flight in clutter""",blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2403.04586,aerial agile navigation,quadrotor,cluttered environment,NR,NR,NR,NR,NR,flight efficiency; safety; speed,NR,NR,simulation; hardware deployment,NR,NR,NR,NR,NR,"https://arxiv.org/abs/2403.04586, abstract","Primary contribution is adaptive control; course generation is an experimental input and sparsely documented. Only the arXiv abstract was retrieved; course representation, generator, validity, distribution, simulator, reproducibility, and code availability remain NR. The paper is not counted as an asset."
BAAM-A017,SongEtAl2021Flightmare,Flightmare: A Flexible Quadrotor Simulator,Yunlong Song; Selim Naji; Elia Kaufmann; Antonio Loquercio; Davide Scaramuzza,2021,"Conference on Robot Learning (CoRL), PMLR 155",NR,https://arxiv.org/abs/2009.00563,conference paper,aerial,site:arxiv.org Flightmare flexible quadrotor simulator gates random environments,blind-aerial-maritime,candidate,NR,unverified,https://arxiv.org/abs/2009.00563; https://github.com/uzh-rpg/flightmare,aerial racing; agile navigation,quadrotor,scene objects; gates; obstacles,Unity scene plus C++/Python object and state interfaces,configurable scene/object host,hosts user-defined gate tracks and obstacle courses,Unity collision geometry and user-defined object poses,scene/object geometry representable,simulation throughput; rendering/control performance,multiple example environments,user-defined environment; downstream random tracks not intrinsic to core paper,racing and navigation examples; sim-to-real applications,Flightmare; Unity,Unity scenes; C++/Python state/config interfaces,official_open,official_open,dynamics/rendering split; object APIs; scene assets; parallel simulation settings,"https://arxiv.org/pdf/2009.00563, architecture and applications; https://github.com/uzh-rpg/flightmare, README, interfaces, and Unity assets","Included as a portable course host, not evidence of a native random track algorithm. No native stochastic track generator is claimed; this record is a configurable host."
BAAM-M001,BinghamEtAl2019MaritimeGazebo,Toward Maritime Robotic Simulation in Gazebo,Brian Bingham; Carlos Aguero; Michael McCarrin; Joseph Klamo; Joshua Malia; Kevin Allen; Tyler Lum; Marshall Rawson; Rumman Waqar,2019,MTS/IEEE OCEANS 2019 Seattle,10.23919/OCEANS40490.2019.8962724,https://ieeexplore.ieee.org/document/8962724,conference paper,maritime,site:openrobotics.org VRX Virtual RobotX paper course buoy world generation,blind-aerial-maritime,candidate,NR,unverified,https://github.com/osrf/vrx#reference; https://doi.org/10.23919/OCEANS40490.2019.8962724,maritime competition; agile navigation,unmanned surface vessel; WAM-V,RobotX arena; buoys; gates; waypoints; dock,Gazebo world; SDF/xacro objects; task plugins,parameterized world/task construction,provides open maritime scenarios and the 2019 VRX competition reference implementation,Gazebo collision models; task-plugin constraints; parameter envelopes,gate/course dimensions where task defines them; wave/wind parameters,task score; time; pose error; collisions; environmental envelope,multiple RobotX-like tasks and environmental scenarios,not a learning distribution; parameterized evaluation worlds,2019 VRX challenge tasks,Gazebo; ROS,Gazebo .world/.world.xacro; SDF; URDF; YAML,official_open,official_open,world/task files; wave/wind/vessel/sensor parameters; task plugins,"https://doi.org/10.23919/OCEANS40490.2019.8962724, system and VRX sections; https://github.com/osrf/vrx, reference block and worlds/models/task plugins",Course geometry and environmental dynamics are independently parameterized.
BAAM-M002,OpenRobotics2019VRXResources,Virtual RobotX (VRX) resources,Open Robotics; Naval Postgraduate School; RoboNation; community contributors,2019,official software repository,NR,https://github.com/osrf/vrx,official repository,maritime,site:github.com/osrf/vrx world generation buoy course task documentation,blind-aerial-maritime,candidate,NR,unverified,https://github.com/osrf/vrx,maritime competition; simulation,unmanned surface vessel; WAM-V,arenas; buoy gates; waypoints; wildlife markers; dock,Gazebo SDF/world; ROS task configuration; model assets,world and task authoring,defines executable portable arenas/tasks analogous to RobotX courses,Gazebo model collision; task scoring plugins; task-specific constraints,world coordinates; gate dimensions; waypoint poses; environment parameters,task-dependent scores and time limits,arenas/tasks across releases; exact world count varies by tag,not a training distribution,stationkeeping; wayfinding; perception; gymkhana; docking and related tasks,Gazebo Harmonic; ROS 2 Jazzy,SDF; world; URDF; xacro; ROS configuration,official_open,official_open,release/tag; world/task config; model version; ROS/Gazebo version,"https://github.com/osrf/vrx, README and vrx_gz worlds/models/task plugins",Official repository row preserves implementation evidence separate from the 2019 paper. The official repository reports an Apache-2.0 license.
BAAM-M003,OpenRobotics2019VRXAutomatedEvaluation,VRX Automated Evaluation,Open Robotics; Naval Postgraduate School; VRX contributors,2019,official software repository,NR,https://github.com/osrf/vrx-docker,official repository,maritime,site:github.com/osrf/vrx world generation buoy course task documentation,blind-aerial-maritime,candidate,NR,unverified,https://github.com/osrf/vrx-docker,maritime competition; simulation,unmanned surface vessel; WAM-V,task trial worlds; waypoints; buoys; dock,task YAML expanded to Gazebo world/xacro; Docker trial bundle,batch world generation from task configurations,materializes multiple hidden/reproducible trials per task for automated evaluation,configuration compliance checks; Gazebo parsing; task plugin constraints,task/world coordinates and environment parameters,per-task trial conditions; score; runtime,multiple trials per task; README example generates three worlds,private competition YAML varies trial conditions; generated worlds executed in isolated containers,stationkeeping; wayfinding; perception; navigation challenge; dock/scan-and-dock,Gazebo; ROS; Docker,.yaml to .world and .world.xacro; URDF; rosbag; score text,official_open,official_open,task YAML; trial number; world/xacro; team config; container image; logs,"https://github.com/osrf/vrx-docker, README lines 264-306 and 381-439",Most direct official evidence for portable world generation and batch evaluation.
