candidate_id,cite_key,title,authors,year,venue,doi,url,source_type,source_candidate_id,canonical_cite_key,citation_activation_status
DRAFT_C0020,DRAFT_C0020,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,Michael Dennis; Natasha Jaques; Eugene Vinitsky; Alexandre Bayen; Stuart J. Russell; Andrew Critch; Sergey Levine,2020,Advances in Neural Information Processing Systems 33,,https://proceedings.neurips.cc/paper_files/paper/2020/hash/985e9a46e10005356bbaf194249f6856-Abstract.html,conference paper,C0020,Dennis2020EmergentComplexity,not_activated
DRAFT_C0021,DRAFT_C0021,Evolving Curricula with Regret-Based Environment Design,Jack Parker-Holder; Minqi Jiang; Michael Dennis; Mikayel Samvelyan; Jakob Foerster; Edward Grefenstette; Tim Rocktäschel,2022,Proceedings of the 39th International Conference on Machine Learning,,https://proceedings.mlr.press/v162/parker-holder22a.html,conference paper,C0021,ParkerHolder2022EvolvingCurricula,not_activated
DRAFT_C0023,DRAFT_C0023,Model-based exploration of the frontier of behaviours for deep learning system testing,Vincenzo Riccio;Paolo Tonella,2020,Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,10.1145/3368089.3409730,https://doi.org/10.1145/3368089.3409730,conference paper,C0023,Riccio2020ModelBased,not_activated
DRAFT_C0024,DRAFT_C0024,Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding,Timo Blattner;Christian Birchler;Timo Kehrer;Sebastiano Panichella,2024,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,10.1145/3643659.3643926,https://doi.org/10.1145/3643659.3643926,conference paper,C0024,Blattner2024DiversityGuided,not_activated
DRAFT_C0025,DRAFT_C0025,AirSim Drone Racing Lab,Ratnesh Madaan; Nicholas Gyde; Sai Vemprala; Matthew Brown; Keiko Nagami; Tim Taubner; Eric Cristofalo; Davide Scaramuzza; Mac Schwager; Ashish Kapoor,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,,https://proceedings.mlr.press/v123/madaan20a.html,conference paper,C0025,Madaan2020AirSimDrone,not_activated
DRAFT_C0047,DRAFT_C0047,ChickenKorma/Track-Generator,ChickenKorma,2022,GitHub repository,,https://github.com/ChickenKorma/Track-Generator,software repository,C0047,ChickenKorma2022ChickenKormaTrack,not_activated
DRAFT_C0049,DRAFT_C0049,Procedural Race Track Generator,Luke Gillard,,GitHub,,https://github.com/Drallig/ProceduralTrack,software repository,C0049,DralligNodateProceduralRace,not_activated
DRAFT_C0050,DRAFT_C0050,meraccos/random_car_racing_track_generator,meraccos,2023,GitHub repository,,https://github.com/meraccos/random_car_racing_track_generator,software repository,C0050,meraccos2023MeraccosRandom,not_activated
DRAFT_C0051,DRAFT_C0051,Racetrackgen2,h3h3h0h0,2023,GitHub repository,,https://github.com/h3h3h0h0/Racetrackgen2,software; official repository,C0051,h3h3h0h02023Racetrackgen2,not_activated
DRAFT_C0052,DRAFT_C0052,Procedural modeling of cities,Yoav I. H. Parish; Pascal Müller,2001,Proceedings of the 28th annual conference on Computer graphics and interactive techniques,10.1145/383259.383292,https://doi.org/10.1145/383259.383292,conference paper,C0052,Parish2001ProceduralModeling,not_activated
DRAFT_C0054,DRAFT_C0054,Interactive procedural street modeling,Guoning Chen; Gregory Esch; Peter Wonka; Pascal Müller; Eugene Zhang,2008,ACM Transactions on Graphics,10.1145/1360612.1360702,https://doi.org/10.1145/1360612.1360702,journal article,C0054,Chen2008InteractiveProcedural,not_activated
DRAFT_C0063,DRAFT_C0063,TrackGen,Antoine Richard,2026,GitHub repository,,https://github.com/AntoineRichard/TrackGen,software repository,C0063,Richard2026TrackGen,not_activated
DRAFT_C0069,DRAFT_C0069,Experience-Driven Procedural Content Generation,Georgios N. Yannakakis; Julian Togelius,2011,IEEE Transactions on Affective Computing,10.1109/t-affc.2011.6,https://doi.org/10.1109/T-AFFC.2011.6,journal article,C0069,Yannakakis2011ExperienceDriven,not_activated
DRAFT_C0071,DRAFT_C0071,Leveraging Procedural Generation to Benchmark Reinforcement Learning,Karl Cobbe; Chris Hesse; Jacob Hilton; John Schulman,2020,Proceedings of the 37th International Conference on Machine Learning,,https://proceedings.mlr.press/v119/cobbe20a.html,conference paper,C0071,Cobbe2020LeveragingProcedural,not_activated
DRAFT_C0088,DRAFT_C0088,Indy Autonomous Challenge,Indy Autonomous Challenge,,Official competition website,,https://www.indyautonomouschallenge.com/,competition,C0088,IndyAutonomousChallengeNodateIndyAutonomous,not_activated
DRAFT_C0097,DRAFT_C0097,HDMapGen: A Hierarchical Graph Generative Model of High Definition Maps,Lu Mi; Hang Zhao; Charlie Nash; Xiaohan Jin; Jiyang Gao; Chen Sun; Cordelia Schmid; Nir Shavit; Yuning Chai; Dragomir Anguelov,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr46437.2021.00421,https://openaccess.thecvf.com/content/CVPR2021/html/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.html,conference paper,C0097,Mi2021HDMapGenHierarchical,not_activated
DRAFT_C0102,DRAFT_C0102,Testing Autonomous Robot Control Software Using Procedural Content Generation,James Arnold; Rob Alexander,2013,"Computer Safety, Reliability, and Security",10.1007/978-3-642-40793-2_4,https://doi.org/10.1007/978-3-642-40793-2_4,conference paper; book chapter,C0102,Arnold2013TestingAutonomous,not_activated
DRAFT_C0107,DRAFT_C0107,A Search-Based Framework for Automatic Generation of Testing Environments for Cyber-Physical Systems,Dmytro Humeniuk; Foutse Khomh; Giuliano Antoniol,2022,Information and Software Technology,10.1016/j.infsof.2022.106936,https://doi.org/10.1016/j.infsof.2022.106936,journal article,C0107,Humeniuk2022SearchBased,not_activated
DRAFT_C0110,DRAFT_C0110,CRAG – a combinatorial testing-based generator of road geometries for ADS testing,Paolo Arcaini; Ahmet Cetinkaya,2024,Science of Computer Programming,10.1016/j.scico.2024.103171,https://www.sciencedirect.com/science/article/pii/S0167642324000947,journal article,C0110,Arcaini2024CRAGCombinatorial,not_activated
DRAFT_C0118,DRAFT_C0118,Virtual Worlds for Testing Robot Navigation: A Study on the Difficulty Level,Thierry Sotiropoulos; Jérémie Guiochet; Félix Ingrand; Hélène Waeselynck,2016,2016 12th European Dependable Computing Conference (EDCC),10.1109/edcc.2016.14,https://doi.org/10.1109/edcc.2016.14,conference paper,C0118,Sotiropoulos2016VirtualWorlds,not_activated
DRAFT_C0119,DRAFT_C0119,Learn-To-Race: A Multimodal Control Environment for Autonomous Racing,James Herman; Jonathan Francis; Siddha Ganju; Bingqing Chen; Anirudh Koul; Abhinav Gupta; Alexey Skabelkin; Ivan Zhukov; Max Kumskoy; Eric Nyberg,2021,Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv48922.2021.00965,https://openaccess.thecvf.com/content/ICCV2021/html/Herman_Learn-To-Race_A_Multimodal_Control_Environment_for_Autonomous_Racing_ICCV_2021_paper.html,conference paper; benchmark,C0119,Herman2021LearnRace,not_activated
DRAFT_C0121,DRAFT_C0121,Environment as Policy: Learning to Race in Unseen Tracks,Hongze Wang; Jiaxu Xing; Nico Messikommer; Davide Scaramuzza,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127376,https://doi.org/10.1109/icra55743.2025.11127376,conference paper,C0121,Wang2025EnvironmentPolicy,not_activated
DRAFT_C0122,DRAFT_C0122,Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions,Benedikt Steininger; Chrysanthi Papamichail; David Stark; Dejan Nickovic; Alessio Gambi,2025,2025 IEEE/ACM 47th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),10.1109/icse-nier66352.2025.00021,https://ieeexplore.ieee.org/document/11023959/,conference paper,C0122,Steininger2025AutomaticallyGenerating,not_activated
DRAFT_C0126,DRAFT_C0126,Lanelet2: A high-definition map framework for the future of automated driving,Fabian Poggenhans; Jan-Hendrik Pauls; Johannes Janosovits; Stefan Orf; Maximilian Naumann; Florian Kuhnt; Matthias Mayr,2018,2018 21st International Conference on Intelligent Transportation Systems (ITSC),10.1109/itsc.2018.8569929,https://doi.org/10.1109/ITSC.2018.8569929,conference paper,C0126,Poggenhans2018Lanelet2High,not_activated
DRAFT_C0128,DRAFT_C0128,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff; Markus Koschi; Stefanie Manzinger,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,https://doi.org/10.1109/ivs.2017.7995802,conference paper,C0128,Althoff2017CommonRoadComposable,not_activated
DRAFT_C0131,DRAFT_C0131,Aerial Gym Simulator: A Framework for Highly Parallelized Simulation of Aerial Robots,Mihir Kulkarni;Welf Rehberg;Kostas Alexis,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3548507,https://doi.org/10.1109/lra.2025.3548507,journal article,C0131,Kulkarni2025AerialGym,not_activated
DRAFT_C0132,DRAFT_C0132,"The World Robotic Sailing Championship, a Competition to Stimulate the Development of Autonomous Sailboats",Fabrice Le Bars; Luc Jaulin,2015,OCEANS 2015 - Genova,10.1109/oceans-genova.2015.7271767,https://doi.org/10.1109/oceans-genova.2015.7271767,conference paper,C0132,LeBars2015WorldRobotic,not_activated
DRAFT_C0134,DRAFT_C0134,RoadSign at the SBFT 2023 Tool Competition Cyber-Physical Systems Track,Jon Ayerdi; Aitor Arrieta; Miren Illarramendi,2023,2023 IEEE/ACM International Workshop on Search-Based and Fuzz Testing (SBFT),10.1109/sbft59156.2023.00006,https://doi.org/10.1109/sbft59156.2023.00006,conference paper; tool paper,C0134,Ayerdi2023RoadSignSBFT,not_activated
DRAFT_C0136,DRAFT_C0136,SBST Tool Competition 2021,Sebastiano Panichella; Alessio Gambi; Fiorella Zampetti; Vincenzo Riccio,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00011,https://ieeexplore.ieee.org/document/9476243/,conference paper; competition report,C0136,Panichella2021SBSTTool,not_activated
DRAFT_C0137,DRAFT_C0137,Preliminary Evaluation of Path-aware Crossover Operators for Search-Based Test Data Generation for Autonomous Driving,Seunghee Han; Jaeuk Kim; Geon Kim; Jaemin Cho; Jiin Kim; Shin Yoo,2021,2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST),10.1109/sbst52555.2021.00020,https://doi.org/10.1109/SBST52555.2021.00020,workshop paper,C0137,Han2021PreliminaryEvaluation,not_activated
DRAFT_C0140,DRAFT_C0140,Extreme Parkour with Legged Robots,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610200,https://arxiv.org/abs/2309.14341,conference paper,C0140,Cheng2024ExtremeParkour,not_activated
DRAFT_C0143,DRAFT_C0143,Wasserstein generative adversarial networks for online test generation for cyber physical systems,Jarkko Peltomäki; Frankie Spencer; Ivan Porres,2022,Proceedings of the 15th Workshop on Search-Based Software Testing,10.1145/3526072.3527522,https://doi.org/10.1145/3526072.3527522,conference paper,C0143,,blocked
DRAFT_C0145,DRAFT_C0145,Reinforcement Learning Informed Evolutionary Search for Autonomous Systems Testing,Dmytro Humeniuk;Foutse Khomh;Giuliano Antoniol,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3680468,https://doi.org/10.1145/3680468,journal article,C0145,Humeniuk2024ReinforcementLearning,not_activated
DRAFT_C0146,DRAFT_C0146,Search-based Generation of Waypoints for Triggering Self-Adaptations in Maritime Autonomous Vessels,Karoline Nylænder; Aitor Arrieta; Shaukat Ali; Paolo Arcaini,2025,Proceedings of the Genetic and Evolutionary Computation Conference,10.1145/3712256.3726399,https://doi.org/10.1145/3712256.3726399,conference paper,C0146,Nylnder2025SearchBased,not_activated
DRAFT_C0147,DRAFT_C0147,Toward Maritime Robotic Simulation in Gazebo,Brian Bingham;Carlos Agüero;Michael McCarrin;Joseph Klamo;Joshua Malia;Kevin Allen;Tyler Lum;Marshall Rawson;Rumman Waqar,2019,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962724,https://doi.org/10.23919/oceans40490.2019.8962724,conference paper,C0147,Bingham2019TowardMaritime,not_activated
DRAFT_C0148,DRAFT_C0148,Complexity controllable road network generation for virtual testing of autonomous driving,Yu Zhu; Jiaxin Wang; Shaoxin Yuan; Zhigang Xu; Xiaobo Qu,2026,Communications in Transportation Research,10.26599/commtr.2026.9640024,https://doi.org/10.26599/commtr.2026.9640024,journal article,C0148,Zhu2026ComplexityControllable,not_activated
DRAFT_C0150,DRAFT_C0150,Navigation Scenario Permutation Model for Training of Maritime Autonomous Surface Ship Remote Operators,Taemin Hwang; Ik-Hyun Youn,2022,Applied Sciences,10.3390/app12031651,https://www.mdpi.com/2076-3417/12/3/1651,journal article,C0150,Hwang2022NavigationScenario,not_activated
DRAFT_C0152,DRAFT_C0152,Procedural Generation of High-Definition Road Networks for Autonomous Vehicle Testing and Traffic Simulations,Golam Md Muktadir; Abdul Jawad; Ishaan Paranjape; Jim Whitehead; Aleksey Shepelev,2023,SAE International Journal of Connected and Automated Vehicles,10.4271/12-06-01-0007,https://saemobilus.sae.org/articles/procedural-generation-high-definition-road-networks-autonomous-vehicle-testing-traffic-simulations-12-06-01-0007,journal article,C0152,Muktadir2023ProceduralGeneration,not_activated
DRAFT_C0154,DRAFT_C0154,POET: Open-Ended Coevolution of Environments and their Optimized Solutions,Rui Wang; Joel Lehman; Jeff Clune; Kenneth O. Stanley,2019,The Genetic and Evolutionary Computation Conference (GECCO 2019),10.1145/3321707.3321799,https://gecco-2019.sigevo.org/index.html/Accepted+Papers,conference paper,C0154,Wang2019POETOpen,not_activated
DRAFT_C0156,DRAFT_C0156,FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing,Yuan Zhou; Gengjie Lin; Yun Tang; Kairui Yang; Wei Jing; Ping Zhang; Junbo Chen; Liang Gong; Yang Liu,2023,arXiv,10.48550/arxiv.2301.12738,https://arxiv.org/abs/2301.12738,preprint,C0156,Zhou2023FLYOVERModel,not_activated
DRAFT_C0158,DRAFT_C0158,DriveSceneGen: Generating Diverse and Realistic Driving Scenarios from Scratch,Shuo Sun; Zekai Gu; Tianchen Sun; Jiawei Sun; Chengran Yuan; Yuhang Han; Dongen Li; Marcelo H. Ang Jr.,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3416792,https://arxiv.org/abs/2309.14685,journal article,C0158,Sun2024DriveSceneGenGenerating,not_activated
DRAFT_C0161,DRAFT_C0161,Environment Curriculum Generation via Large Language Models,William Liang; Sam Wang; Hung-Ju Wang; Osbert Bastani; Dinesh Jayaraman; Yecheng Jason Ma,2025,Proceedings of The 8th Conference on Robot Learning,,https://proceedings.mlr.press/v270/liang25a.html,conference paper,C0161,Liang2025EnvironmentCurriculum,not_activated
DRAFT_C0162,DRAFT_C0162,DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing,Junjie Zhou; Lin Wang; Qiang Meng; Xiaofan Wang,2024,arXiv,10.48550/arxiv.2411.09451,https://arxiv.org/abs/2411.09451,preprint,C0162,Zhou2024DiffRoadRealistic,not_activated
DRAFT_C0163,DRAFT_C0163,RoadGen: Generating Road Scenarios for Autonomous Vehicle Testing,Fan Yang; You Lu; Bihuan Chen; Peng Qin; Xin Peng,2024,arXiv,10.48550/arxiv.2411.19577,https://arxiv.org/abs/2411.19577,preprint,C0163,Yang2024RoadGenGenerating,not_activated
DRAFT_C0164,DRAFT_C0164,GenTe: Generative Real-world Terrains for General Legged Robot Locomotion Control,Hanwen Wan; Mengkang Li; Donghao Wu; Yebin Zhong; Yixuan Deng; Zhenglong Sun; Xiaoqiang Ji,2025,arXiv,10.48550/arxiv.2504.09997,https://arxiv.org/abs/2504.09997,preprint,C0164,Wan2025GenTeGenerative,not_activated
DRAFT_C0165,DRAFT_C0165,"Mastering Diverse, Unknown, and Cluttered Tracks for Robust Vision-Based Drone Racing",Feng Yu; Yang Su; Yu Hu; Yang Deng; Linzuo Zhang; Danping Zou,2026,IEEE Robotics and Automation Letters,10.1109/lra.2025.3643267,https://doi.org/10.1109/LRA.2025.3643267,journal article,C0165,Yu2025MasteringDiverse,not_activated
DRAFT_C0168,DRAFT_C0168,2022 Maritime RobotX Challenge Team Handbook,RoboNation,2022,Maritime RobotX Challenge official documentation,,https://robonation.org/app/uploads/sites/2/2022/10/2022-RobotX_Team-Handbook_v3.0.pdf,official competition documentation,C0168,RoboNation20222022Maritime,not_activated
DRAFT_C0172,DRAFT_C0172,"ASAM OpenSCENARIO® XML BS 1.3.0 Specification, 2024-03-07",ASAM e.V.,2024,ASAM standard,,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/index.html,standard; official specification,C0172,ASAM2024ASAMOpenSCENARIO,not_activated
DRAFT_C0175,DRAFT_C0175,CARLA Autonomous Driving Leaderboard 2.0,CARLA Leaderboard Team,,CARLA Leaderboard documentation and repositories,,https://leaderboard.carla.org/get_started_v2_0/,benchmark; official documentation; official repository,C0175,CARLANodateCARLAAutonomous,not_activated
DRAFT_C0176,DRAFT_C0176,CommonRoad Scenario Designer: An Open-Source Toolbox for Map Conversion and Scenario Creation for Autonomous Vehicles,Sebastian Maierhofer; Moritz Klischat; Matthias Althoff,2021,2021 IEEE International Intelligent Transportation Systems Conference (ITSC),10.1109/itsc48978.2021.9564885,https://doi.org/10.1109/itsc48978.2021.9564885,conference paper,C0176,Maierhofer2021CommonRoadScenario,not_activated
DRAFT_C0177,DRAFT_C0177,Enhanced POET: Open-ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions,Rui Wang; Joel Lehman; Aditya Rawal; Jiale Zhi; Yulun Li; Jeffrey Clune; Kenneth Stanley,2020,Proceedings of the 37th International Conference on Machine Learning,,https://proceedings.mlr.press/v119/wang20l.html,conference paper,C0177,Wang2020EnhancedPOET,not_activated
DRAFT_C0178,DRAFT_C0178,EUFS maps,Edinburgh University Formula Student,2023,Official GitLab repository,,https://gitlab.com/eufs/public/eufs_maps,track dataset repository,C0178,EUFS2023EUFSMaps,not_activated
DRAFT_C0180,DRAFT_C0180,F1TENTH: An Open-source Evaluation Environment for Continuous Control and Reinforcement Learning,Matthew O'Kelly; Hongrui Zheng; Dhruv Karthik; Rahul Mangharam,2020,Proceedings of the NeurIPS 2019 Competition and Demonstration Track,,https://proceedings.mlr.press/v123/o-kelly20a.html,conference paper; official software,C0180,OKelly2020F1TENTHOpen,not_activated
DRAFT_C0182,DRAFT_C0182,f1tenth/f1tenth_racetracks,F1TENTH,2021,GitHub repository,,https://github.com/f1tenth/f1tenth_racetracks,dataset repository,C0182,F1TENTH2021F1tenthF1tenth,not_activated
DRAFT_C0183,DRAFT_C0183,Flightmare: A Flexible Quadrotor Simulator,Yunlong Song; Selim Naji; Elia Kaufmann; Antonio Loquercio; Davide Scaramuzza,2021,Proceedings of the 2020 Conference on Robot Learning,,https://proceedings.mlr.press/v155/song21a.html,conference paper; simulator,C0183,Song2021FlightmareFlexible,not_activated
DRAFT_C0188,DRAFT_C0188,isaaclab.terrains.terrain_generator,The Isaac Lab Project Developers,2026,Isaac Lab Documentation,,https://isaac-sim.github.io/IsaacLab/main/_modules/isaaclab/terrains/terrain_generator.html,official documentation and software,C0188,IsaacLabNodateIsaacLab,not_activated
DRAFT_C0191,DRAFT_C0191,netgenerate,Eclipse SUMO contributors,,SUMO Documentation,,https://sumo.dlr.de/docs/netgenerate.html,software documentation,C0191,EclipseSUMONodateNetgenerate,not_activated
DRAFT_C0194,DRAFT_C0194,PyFlyt -- UAV Simulation Environments for Reinforcement Learning Research,Jun Jet Tai; Jim Wong; Mauro Innocente; Nadjim Horri; James Brusey; Swee King Phang,2023,arXiv,10.48550/arxiv.2304.01305,https://arxiv.org/abs/2304.01305,preprint,C0194,Tai2023PyFlytUAV,not_activated
DRAFT_C0195,DRAFT_C0195,Race Track Database,TUMFTM contributors,2020,GitHub repository,,https://github.com/TUMFTM/racetrack-database,dataset; official repository,C0195,TUMFTM2020RaceTrack,not_activated
DRAFT_C0196,DRAFT_C0196,Random Track Generator,Formula Student Team Delft,2026,Python Package Index,,https://pypi.org/project/random-track-generator/,software package; official repository,C0196,FormulaStudentTeamDelft2026RandomTrack,not_activated
DRAFT_C0198,DRAFT_C0198,RoboBoat 2026 | Team Handbook,RoboNation,2026,RoboBoat official handbook,,https://robonation.org/app/uploads/sites/3/2025/10/RoboBoat-2026-Team-Handbook_111125.pdf,official competition specification,C0198,RoboNation2026RoboBoat2026,not_activated
DRAFT_C0202,DRAFT_C0202,Scenario Dreamer: Vectorized Latent Diffusion for Generating Driving Simulation Environments,Luke Rowe; Roger Girgis; Anthony Gosselin; Liam Paull; Christopher Pal; Felix Heide,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr52734.2025.01604,https://openaccess.thecvf.com/content/CVPR2025/html/Rowe_Scenario_Dreamer_Vectorized_Latent_Diffusion_for_Generating_Driving_Simulation_Environments_CVPR_2025_paper.html,conference paper,C0202,Rowe2025ScenarioDreamer,not_activated
DRAFT_C0203,DRAFT_C0203,SDF worlds,Open Robotics,,Gazebo Harmonic Documentation,,https://gazebosim.org/docs/harmonic/sdf_worlds/,official documentation,C0203,OpenRoboticsNodateSDFWorlds,not_activated
DRAFT_C0205,DRAFT_C0205,SLEDGE: Synthesizing Driving Environments with Generative Models and Rule-Based Traffic,Kashyap Chitta;Daniel Dauner;Andreas Geiger,2025,Computer Vision - ECCV 2024,10.1007/978-3-031-73235-5_4,https://doi.org/10.1007/978-3-031-73235-5_4,conference paper,C0205,Chitta2025SLEDGESynthesizing,not_activated
DRAFT_C0211,DRAFT_C0211,World Robotic Sailing Championship 2019 Notice of Race and Competition Rules,WRSC/IRSC 2019 Organizing Committee,2019,World Robotic Sailing Championship official rules,,https://www.roboticsailing.org/2019/rules/,official competition documentation,C0211,WRSCIRSCOrganizingCommittee2019WorldRobotic,not_activated
