conflict_id,record_type,record_key,field,value_a,value_b,resolution,resolver,resolution_evidence
XD57865584B81,candidate,C0010,venue,From Animals to Animats 9 (SAB 2006),SAB'06 Workshop on Adaptive Approaches for Optimizing Player Satisfaction in Computer and Physical Games,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0002@sha256:25fe94a65d354454d8a14d2351b8d64af134b34a21c87566febf4b5741330a0d; value_a=paper/data/candidates.csv#C0010@sha256:fcdcfa56f7c61010e9979baca66bc1914377740dea494cba915865f31c346aea; value_b=paper/data/agent_runs/blind-ground.csv#BG-001@sha256:d970311592164df8d3e15433d5205adc9bfbc7ee179460c756595860f2a4d0ba
XFDDD7220B2DF,candidate,C0010,url,http://cogprints.org/5221/1/Togelius2006Making.pdf,https://julian.togelius.com/Togelius2006Making.pdf,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0002@sha256:25fe94a65d354454d8a14d2351b8d64af134b34a21c87566febf4b5741330a0d; value_a=paper/data/candidates.csv#C0010@sha256:fcdcfa56f7c61010e9979baca66bc1914377740dea494cba915865f31c346aea; value_b=paper/data/agent_runs/blind-ground.csv#BG-001@sha256:d970311592164df8d3e15433d5205adc9bfbc7ee179460c756595860f2a4d0ba
X498B0F7FE39A,candidate,C0010,source_type,paper,workshop paper,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0002@sha256:25fe94a65d354454d8a14d2351b8d64af134b34a21c87566febf4b5741330a0d; value_a=paper/data/candidates.csv#C0010@sha256:fcdcfa56f7c61010e9979baca66bc1914377740dea494cba915865f31c346aea; value_b=paper/data/agent_runs/blind-ground.csv#BG-001@sha256:d970311592164df8d3e15433d5205adc9bfbc7ee179460c756595860f2a4d0ba
X342CAC170E90,candidate,C0011,authors,Hafizh Adi Prasetya; Nur Ulfa Maulidevi,Prasetya; Maulidevi,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0007@sha256:29f1c561dc2b2cf7759c1838a932a8a1608b3fdbe96ab17004139c9da61f5e13; value_a=paper/data/agent_runs/blind-ground.csv#BG-005@sha256:d2b86242954c5a42d7124b592d5c19dbe82538e2264592592d8b3d7810c605b3; value_b=paper/data/candidates.csv#C0011@sha256:0d61b4df8ac7d4e588454e303c05702f19875ac9944e2026aef4b81a1700600d
X5CED272399D3,candidate,C0011,venue,International Journal on Electrical Engineering and Informatics,International Journal on Electrical Engineering and Informatics 8(4),,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0007@sha256:29f1c561dc2b2cf7759c1838a932a8a1608b3fdbe96ab17004139c9da61f5e13; value_a=paper/data/candidates.csv#C0011@sha256:0d61b4df8ac7d4e588454e303c05702f19875ac9944e2026aef4b81a1700600d; value_b=paper/data/agent_runs/blind-ground.csv#BG-005@sha256:d2b86242954c5a42d7124b592d5c19dbe82538e2264592592d8b3d7810c605b3
X9AAAA7E626CC,candidate,C0011,url,https://doi.org/10.15676/IJEEI.2016.8.4.6,https://doi.org/10.15676/ijeei.2016.8.4.6,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0007@sha256:29f1c561dc2b2cf7759c1838a932a8a1608b3fdbe96ab17004139c9da61f5e13; value_b=paper/data/candidates.csv#C0011@sha256:0d61b4df8ac7d4e588454e303c05702f19875ac9944e2026aef4b81a1700600d
XD6CF401FA3AF,candidate,C0011,url,https://doi.org/10.15676/ijeei.2016.8.4.6,https://ijeei.org/archives-number-49.html,,,value_a=paper/data/candidates.csv#C0011@sha256:0d61b4df8ac7d4e588454e303c05702f19875ac9944e2026aef4b81a1700600d; value_b=paper/data/agent_runs/blind-ground.csv#BG-005@sha256:d2b86242954c5a42d7124b592d5c19dbe82538e2264592592d8b3d7810c605b3
X7D38693A8F46,candidate,C0011,source_type,journal article,paper,,,value_a=paper/data/agent_runs/blind-ground.csv#BG-005@sha256:d2b86242954c5a42d7124b592d5c19dbe82538e2264592592d8b3d7810c605b3; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0007@sha256:29f1c561dc2b2cf7759c1838a932a8a1608b3fdbe96ab17004139c9da61f5e13; value_b=paper/data/candidates.csv#C0011@sha256:0d61b4df8ac7d4e588454e303c05702f19875ac9944e2026aef4b81a1700600d
XF8DBBBF6F664,candidate,C0012,authors,Alyaseri; Conner,Sana Alyaseri; Andy Conner,,,value_a=paper/data/candidates.csv#C0012@sha256:e0affb383dc9627bb4928aa92c5913866409ad481a5b5339a745a8fd3b065293; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0009@sha256:81018c371d2d3237823b17c0b12687ffe992e024085b527b8b8acdad98f2fa27
X87967FA77E43,candidate,C0012,authors,Alyaseri; Conner,Sana Alyaseri; Andy M. Connor,,,value_a=paper/data/candidates.csv#C0012@sha256:e0affb383dc9627bb4928aa92c5913866409ad481a5b5339a745a8fd3b065293; value_b=paper/data/agent_runs/blind-ground.csv#BG-007@sha256:1bc10722d14d5fdef75d19304a462fd239532913368e08ee346c855658c9a25f
X49B0671427FE,candidate,C0012,venue,International Journal of Applied Metaheuristic Computing,International Journal of Applied Metaheuristic Computing 15(1),,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0009@sha256:81018c371d2d3237823b17c0b12687ffe992e024085b527b8b8acdad98f2fa27; value_a=paper/data/candidates.csv#C0012@sha256:e0affb383dc9627bb4928aa92c5913866409ad481a5b5339a745a8fd3b065293; value_b=paper/data/agent_runs/blind-ground.csv#BG-007@sha256:1bc10722d14d5fdef75d19304a462fd239532913368e08ee346c855658c9a25f
X1ECEB618C254,candidate,C0012,url,https://doi.org/10.4018/IJAMC.350330,https://doi.org/10.4018/ijamc.350330,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0009@sha256:81018c371d2d3237823b17c0b12687ffe992e024085b527b8b8acdad98f2fa27; value_a=paper/data/agent_runs/blind-ground.csv#BG-007@sha256:1bc10722d14d5fdef75d19304a462fd239532913368e08ee346c855658c9a25f; value_b=paper/data/candidates.csv#C0012@sha256:e0affb383dc9627bb4928aa92c5913866409ad481a5b5339a745a8fd3b065293
X9D78AE994FCE,candidate,C0012,source_type,journal article,paper,,,value_a=paper/data/agent_runs/blind-ground.csv#BG-007@sha256:1bc10722d14d5fdef75d19304a462fd239532913368e08ee346c855658c9a25f; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0009@sha256:81018c371d2d3237823b17c0b12687ffe992e024085b527b8b8acdad98f2fa27; value_b=paper/data/candidates.csv#C0012@sha256:e0affb383dc9627bb4928aa92c5913866409ad481a5b5339a745a8fd3b065293
XB9B490D43F0D,candidate,C0013,authors,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Amauri H. Souza; Filipe A. Lira,Erik Jhones F. do Nascimento; Tassiana M. Castro; Ana Carolina S. Abreu; Filipe A. Lira; Amauri H. Souza,,,value_a=paper/data/agent_runs/blind-ground.csv#BG-006@sha256:26da44cef266f9037a70f1f39e916f4652d44d501ac23bb45ce8051351b613ef; value_b=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172
XB7CB28F913D4,candidate,C0013,venue,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),2021 Brazilian Symposium on Computer Games and Digital Entertainment,,,value_a=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0008@sha256:c5c10c3eea1e31c36346f8c59b2c14c59a8d6f61dea213bb0130ed6e421d67ac
X9B9BB96A34A1,candidate,C0013,venue,2021 20th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),XX SBGames Computing Track,,,value_a=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172; value_b=paper/data/agent_runs/blind-ground.csv#BG-006@sha256:26da44cef266f9037a70f1f39e916f4652d44d501ac23bb45ce8051351b613ef
X5CBF6494EC6D,candidate,C0013,url,https://doi.org/10.1109/SBGames54170.2021.00025,https://doi.org/10.1109/sbgames54170.2021.00025,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0008@sha256:c5c10c3eea1e31c36346f8c59b2c14c59a8d6f61dea213bb0130ed6e421d67ac; value_b=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172
X9C13F0A6D22E,candidate,C0013,url,https://doi.org/10.1109/sbgames54170.2021.00025,https://www.sbgames.org/proceedings2021/ComputacaoFull/217347.pdf,,,value_a=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172; value_b=paper/data/agent_runs/blind-ground.csv#BG-006@sha256:26da44cef266f9037a70f1f39e916f4652d44d501ac23bb45ce8051351b613ef
X2B5E9EC4EECC,candidate,C0013,source_type,conference paper,paper,,,value_a=paper/data/agent_runs/blind-ground.csv#BG-006@sha256:26da44cef266f9037a70f1f39e916f4652d44d501ac23bb45ce8051351b613ef; value_b=paper/data/candidates.csv#C0013@sha256:e630c01a66ae090095163ba41805a3a0aff971bcc556db0bb6d4665c94dec172
X414C002392EB,candidate,C0014,authors,Florian Klueck; Lorenz Klampfl; Franz Wotawa,Klueck; Klampfl; Wotawa,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0018@sha256:b099f0d11d39d10e5effc2fa0022310c05208ca67c21898609ddf35804696d40; value_b=paper/data/candidates.csv#C0014@sha256:2918490842190fd72c1fa1f2abd9a08da79f79f7e0c2bdb6963daac6b60f24be; value_b=paper/data/candidates.csv#C0014@sha256:795846fcaba799d150b07173c43b2665dc2dbfe59834d40bd0fc93a2e28aeb3e
XFE74BE687E1D,candidate,C0016,title,Replay-Guided Adversarial Environment Design,Replay-Guided Adversarial Environment Design / REPAIRED,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0035@sha256:997443f077c3022adfa03d108d2a04732ca0fdb906a7257c6cbf2f69cfdc7888; value_b=paper/data/candidates.csv#C0016@sha256:cce5623d3672227d3e210a7de565efc71adc4cc089905e0b74f63bdfccc0e66c
X395640EFEE30,candidate,C0016,authors,Jiang et al.,Minqi Jiang; Michael Dennis; Jack Parker-Holder; Jakob Foerster; Edward Grefenstette; Tim Rocktaeschel,,,value_a=paper/data/candidates.csv#C0016@sha256:cce5623d3672227d3e210a7de565efc71adc4cc089905e0b74f63bdfccc0e66c; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0035@sha256:997443f077c3022adfa03d108d2a04732ca0fdb906a7257c6cbf2f69cfdc7888
X60D3CEBA876A,candidate,C0016,venue,Advances in Neural Information Processing Systems 34,NeurIPS,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0035@sha256:997443f077c3022adfa03d108d2a04732ca0fdb906a7257c6cbf2f69cfdc7888; value_b=paper/data/candidates.csv#C0016@sha256:cce5623d3672227d3e210a7de565efc71adc4cc089905e0b74f63bdfccc0e66c
X3986B362ABE1,candidate,C0016,url,https://arxiv.org/abs/2110.02439,https://arxiv.org/abs/2110.02439; https://github.com/facebookresearch/dcd,,,value_a=paper/data/candidates.csv#C0016@sha256:cce5623d3672227d3e210a7de565efc71adc4cc089905e0b74f63bdfccc0e66c; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0035@sha256:997443f077c3022adfa03d108d2a04732ca0fdb906a7257c6cbf2f69cfdc7888
X1ED69D0F8DC4,candidate,C0017,title,Car Racing,Gymnasium / OpenAI Gym CarRacing,,,value_a=paper/data/agent_runs/aware-simulation-benchmarks.csv#ASIM0001@sha256:28f93c7d0f28e0afc4084d9e69758b1313aec42d663bf7397ea9baf84dc45064; value_a=paper/data/candidates.csv#C0174@sha256:fd6cbd0cebc2bdf32e3f955bbac3636b7901f196f9f806df1e115f24a163ccef; value_b=paper/data/candidates.csv#C0017@sha256:2c764cb7f30a9cc4bafcc6d9ac878567efb5ad8adffd7840c111a362e58ece67; value_b=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39
X99E6B9BD79FB,candidate,C0017,title,Gymnasium CarRacing environment track generator,Gymnasium / OpenAI Gym CarRacing,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0013@sha256:0070ab04d783fcca578719ad3c6fdd34d177d7dd551569da826459f69bad2fdb; value_a=paper/data/candidates.csv#C0186@sha256:6cdb1bfee9d3d9e568a71847fb2829b82c6de82c97acb47e05b996791f9fcb43; value_b=paper/data/candidates.csv#C0017@sha256:2c764cb7f30a9cc4bafcc6d9ac878567efb5ad8adffd7840c111a362e58ece67; value_b=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39
X0EEE1618BA5F,candidate,C0017,venue,Gymnasium documentation and official repository,Gymnasium official source repository,,,value_a=paper/data/agent_runs/aware-simulation-benchmarks.csv#ASIM0001@sha256:28f93c7d0f28e0afc4084d9e69758b1313aec42d663bf7397ea9baf84dc45064; value_a=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39; value_a=paper/data/candidates.csv#C0174@sha256:fd6cbd0cebc2bdf32e3f955bbac3636b7901f196f9f806df1e115f24a163ccef; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0013@sha256:0070ab04d783fcca578719ad3c6fdd34d177d7dd551569da826459f69bad2fdb; value_b=paper/data/candidates.csv#C0186@sha256:6cdb1bfee9d3d9e568a71847fb2829b82c6de82c97acb47e05b996791f9fcb43
X9045855FEF12,candidate,C0017,url,https://github.com/Farama-Foundation/Gymnasium/blob/main/gymnasium/envs/box2d/car_racing.py,https://gymnasium.farama.org/environments/box2d/car_racing/,,,value_a=paper/data/candidates.csv#C0017@sha256:2c764cb7f30a9cc4bafcc6d9ac878567efb5ad8adffd7840c111a362e58ece67; value_a=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39; value_b=paper/data/agent_runs/aware-simulation-benchmarks.csv#ASIM0001@sha256:28f93c7d0f28e0afc4084d9e69758b1313aec42d663bf7397ea9baf84dc45064; value_b=paper/data/candidates.csv#C0174@sha256:fd6cbd0cebc2bdf32e3f955bbac3636b7901f196f9f806df1e115f24a163ccef
XA8AE531F9D33,candidate,C0017,source_type,benchmark,official documentation; official repository,,,value_a=paper/data/candidates.csv#C0017@sha256:2c764cb7f30a9cc4bafcc6d9ac878567efb5ad8adffd7840c111a362e58ece67; value_a=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39; value_b=paper/data/agent_runs/aware-simulation-benchmarks.csv#ASIM0001@sha256:28f93c7d0f28e0afc4084d9e69758b1313aec42d663bf7397ea9baf84dc45064; value_b=paper/data/candidates.csv#C0174@sha256:fd6cbd0cebc2bdf32e3f955bbac3636b7901f196f9f806df1e115f24a163ccef
X740901697A69,candidate,C0017,source_type,benchmark,software,,,value_a=paper/data/candidates.csv#C0017@sha256:2c764cb7f30a9cc4bafcc6d9ac878567efb5ad8adffd7840c111a362e58ece67; value_a=paper/data/candidates.csv#C0017@sha256:91f604fb32ae9a8d5af0dd1c81dd1e402bd1675e0f646df04a18b8c6fafd8c39; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0013@sha256:0070ab04d783fcca578719ad3c6fdd34d177d7dd551569da826459f69bad2fdb; value_b=paper/data/candidates.csv#C0186@sha256:6cdb1bfee9d3d9e568a71847fb2829b82c6de82c97acb47e05b996791f9fcb43
XE5AD22EC0791,candidate,C0018,authors,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,Azad et al.,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0036@sha256:12f19811ba3f797462ed6ef47ff57500b04d7b4f098bbae14bdbad4015a6a3a3; value_b=paper/data/candidates.csv#C0018@sha256:c07be7d536fe6680ccdf4fbdd145be03a24a80551173cb0ed86469e49938c45d
X97A13A50DA3C,candidate,C0018,year,2022,2023,,,value_a=paper/data/candidates.csv#C0018@sha256:c07be7d536fe6680ccdf4fbdd145be03a24a80551173cb0ed86469e49938c45d; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0036@sha256:12f19811ba3f797462ed6ef47ff57500b04d7b4f098bbae14bdbad4015a6a3a3
X21CC395A38C1,candidate,C0018,url,https://arxiv.org/abs/2210.10243,https://proceedings.mlr.press/v202/azad23a.html; https://github.com/clutr/clutr,,,value_a=paper/data/candidates.csv#C0018@sha256:c07be7d536fe6680ccdf4fbdd145be03a24a80551173cb0ed86469e49938c45d; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0036@sha256:12f19811ba3f797462ed6ef47ff57500b04d7b4f098bbae14bdbad4015a6a3a3
XD555415ACA35,candidate,C0019,authors,Jiang et al.,Minqi Jiang; Edward Grefenstette; Tim Rocktaeschel,,,value_a=paper/data/candidates.csv#C0019@sha256:e7cc8ba41968736a7effc6192217a3e63587531aa1dd39d9ee5f34eb5b651264; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0037@sha256:0a2f7a4c8de78908aba5b3cf28d761322f0c6bda9ba73f1f7c452ad8f12ace0a
X6CAEF763E6A2,candidate,C0019,year,2020,2021,,,value_a=paper/data/candidates.csv#C0019@sha256:e7cc8ba41968736a7effc6192217a3e63587531aa1dd39d9ee5f34eb5b651264; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0037@sha256:0a2f7a4c8de78908aba5b3cf28d761322f0c6bda9ba73f1f7c452ad8f12ace0a
X0EC75D7105B5,candidate,C0019,url,https://arxiv.org/abs/2010.03934,https://proceedings.mlr.press/v139/jiang21b.html; https://github.com/facebookresearch/dcd,,,value_a=paper/data/candidates.csv#C0019@sha256:e7cc8ba41968736a7effc6192217a3e63587531aa1dd39d9ee5f34eb5b651264; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0037@sha256:0a2f7a4c8de78908aba5b3cf28d761322f0c6bda9ba73f1f7c452ad8f12ace0a
X202C1070B8E7,candidate,C0020,title,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design / PAIRED,,,value_a=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0038@sha256:d55ed9543b3b743413b3b4e83d1f56e45ebb30de939fd07a7211619313b9ed79; value_b=paper/data/candidates.csv#C0020@sha256:eaa2726c96f2bfca3b506078d7fd8596c4dacb58703ce73bc3fa1e7d9f92edcc
XB9C08C9AD0B7,candidate,C0020,authors,Dennis et al.,Michael Dennis; Natasha Jaques; Eugene Vinitsky; Alexandre Bayen; Stuart Russell; Andrew Critch; Sergey Levine,,,value_a=paper/data/candidates.csv#C0020@sha256:eaa2726c96f2bfca3b506078d7fd8596c4dacb58703ce73bc3fa1e7d9f92edcc; value_b=paper/data/agent_runs/aware-geometry-rl.csv#AGRL0038@sha256:d55ed9543b3b743413b3b4e83d1f56e45ebb30de939fd07a7211619313b9ed79
