candidate_id,artifact_id,artifact_role,source_url,evidence_version,evidence_retrieved_on,access_status,evidence_archive_url,evidence_sha256,local_filename,redistribution_status,retrieval_notes
C0036,provisional-metadata,metadata-only,https://doi.org/10.1115/DSCC2011-6097,DOI-10.1115-DSCC2011-6097,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  ASME/DOI record only.; outcome: metadata-only record requires acquisition
C0037,provisional-metadata,metadata-only,https://doi.org/10.1016/j.compstruc.2007.04.028,DOI-10.1016-j.compstruc.2007.04.028,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  DOI/publisher record only.; outcome: metadata-only record requires acquisition
C0038,provisional-metadata,metadata-only,https://doi.org/10.1080/00423114.2019.1631455,DOI-10.1080-00423114.2019.1631455,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  DOI/publisher record only.; outcome: metadata-only record requires acquisition
C0039,provisional-metadata,metadata-only,https://doi.org/10.4271/2002-01-3339,DOI-10.4271-2002-01-3339,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  SAE/DOI record only.; outcome: metadata-only record requires acquisition
C0040,provisional-metadata,metadata-only,https://doi.org/10.1109/itw.2010.5593330,DOI-10.1109-itw.2010.5593330,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
C0041,provisional-metadata,metadata-only,https://doi.org/10.1080/00423114.2019.1704804,DOI-10.1080-00423114.2019.1704804,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  DOI/publisher record only.; outcome: metadata-only record requires acquisition
C0042,provisional-metadata,metadata-only,https://doi.org/10.1109/cdc42340.2020.9304147,DOI-10.1109-cdc42340.2020.9304147,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
C0043,provisional-metadata,metadata-only,https://doi.org/10.1109/tvt.2020.2998065,DOI-10.1109-tvt.2020.2998065,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
C0044,provisional-metadata,metadata-only,https://doi.org/10.1109/iecon.2019.8926856,DOI-10.1109-iecon.2019.8926856,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No v8 primary report  IEEE/DOI record only.; outcome: metadata-only record requires acquisition
C0045,provisional-metadata,metadata-only,https://github.com/erincatto/box2d,repository-HEAD@2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official repository  no v8 archived revision.; outcome: metadata-only record requires acquisition
C0047,source-snapshot,repository-source,https://github.com/ChickenKorma/Track-Generator,commit 8cf5fe26df607dcd5796e799eb219a3462d61431 (default branch main),2026-07-06,official_documentation,https://codeload.github.com/ChickenKorma/Track-Generator/tar.gz/8cf5fe26df607dcd5796e799eb219a3462d61431,c83195500a9608a2148c92ab3c5176c507db8676b3120fba5a5213d8bee0b496,C0047/track_generator_8cf5fe26df607dcd5796e799eb219a3462d61431.tar.gz,local-restricted,Official GitHub default branch resolved to the recorded commit; tar listing contains the commit-rooted Track-Generator source tree.
C0048,provisional-metadata,metadata-only,https://docs.unity3d.com/Manual/UnityManual.html,unversioned@2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official Unity manual  no v8 archived artifact.; outcome: metadata-only record requires acquisition
C0049,source-snapshot,repository-source,https://github.com/Drallig/ProceduralTrack,commit 1653b3816698effdd61254af63a839023747dcbf (default branch master),2026-07-06,official_documentation,https://codeload.github.com/Drallig/ProceduralTrack/tar.gz/1653b3816698effdd61254af63a839023747dcbf,cdfa2f69676f58ed141ede70b191536fc39f33ef55fc1150005f5aad6fb3c536,C0049/procedural_track_1653b3816698effdd61254af63a839023747dcbf.tar.gz,local-restricted,Official GitHub default branch resolved to the recorded commit; tar listing contains the commit-rooted ProceduralTrack source tree.
C0050,source-snapshot,repository-source,https://github.com/meraccos/random_car_racing_track_generator,commit 45848d15554a2da85e5b3b93322ba364908837e0 (default branch main),2026-07-06,official_documentation,https://codeload.github.com/meraccos/random_car_racing_track_generator/tar.gz/45848d15554a2da85e5b3b93322ba364908837e0,9dde7ddb971f993ddb05900f01b07819d4fb41615d1c1f1a3bd8254c3da306d8,C0050/random_car_racing_track_generator_45848d15554a2da85e5b3b93322ba364908837e0.tar.gz,public-redistributable,"Official GitHub default branch resolved to the recorded commit; tar listing contains the commit-rooted source tree and LICENSE, while repository metadata declares Apache-2.0."
C0051,source-snapshot,repository-source,https://github.com/h3h3h0h0/Racetrackgen2,commit b51edbc4195550bdf04f8ec5567259e03675f05b (default branch main),2026-07-06,official_documentation,https://codeload.github.com/h3h3h0h0/Racetrackgen2/tar.gz/b51edbc4195550bdf04f8ec5567259e03675f05b,16d149b62d50f710e01a793e9fcde56af493cf19a4d8dacd5b978b073d948e47,C0051/racetrackgen2_b51edbc4195550bdf04f8ec5567259e03675f05b.tar.gz,local-restricted,Official GitHub default branch resolved to the recorded commit; tar listing contains the commit-rooted Racetrackgen2 source tree.
C0052,primary-pdf,primary-report,https://people.eecs.berkeley.edu/~sequin/CS285/PAPERS/Parish_Muller01.pdf,SIGGRAPH 2001 paper,2026-07-06,full_text,NR,43108a9ebd3ebe9ae2947fe5aeda11834efe973fdc32fcced55e044f98a15dc7,C0052/procedural_modeling_cities_siggraph_2001.pdf,local-restricted,"UC Berkeley EECS-hosted paper; file, pdfinfo, and pdftotext confirm the title and Parish/Mueller author identity."
C0053,provisional-metadata,metadata-only,https://www.esri.com/en-us/arcgis/products/arcgis-cityengine/overview,official web checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Current product overview  no versioned local documentation snapshot.; outcome: metadata-only record requires acquisition
C0054,primary-pdf,primary-report,https://peterwonka.net/Publications/pdfs/2008.SG.Chen.InteractiveProceduralStreetModeling.pdf,ACM TOG 27(3) author PDF (2008),2026-07-06,full_text,NR,fa3271884023ebf8d1442e8626d649bbb5ebe1e9043dc48ff5a62ad291674665,C0054/interactive_procedural_street_modeling_2008.pdf,local-restricted,"Author-hosted PDF; file, pdfinfo, and pdftotext confirm the exact article title and author list."
C0055,provisional-metadata,metadata-only,https://pmc.ncbi.nlm.nih.gov/articles/PMC21766/,PMC full text checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=PMC full text verified  no local archive copy.; outcome: metadata-only record requires acquisition
C0056,provisional-metadata,metadata-only,https://link.springer.com/article/10.1007/s00222-002-0234-y,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text.; outcome: metadata-only record requires acquisition
C0057,provisional-metadata,metadata-only,https://www.cs.cmu.edu/~kmcrane/Projects/RepulsiveCurves/,author project PDF checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Author project page exposes the paper PDF  no local archive copy.; outcome: metadata-only record requires acquisition
C0058,provisional-metadata,metadata-only,https://ieeexplore.ieee.org/document/10965488/,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text.; outcome: metadata-only record requires acquisition
C0059,provisional-metadata,metadata-only,https://arxiv.org/abs/2203.16383,arXiv:2203.16383 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public preprint verified  it may differ from the journal version.; outcome: metadata-only record requires acquisition
C0060,provisional-metadata,metadata-only,https://matthias-research.github.io/pages/publications/posBasedDyn.pdf,author PDF checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Author-hosted PDF verified  no local archive copy.; outcome: metadata-only record requires acquisition
C0062,provisional-metadata,metadata-only,https://ieeexplore.ieee.org/document/10093017/,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text.; outcome: metadata-only record requires acquisition
C0064,provisional-metadata,metadata-only,https://github.com/NVIDIA/warp,official repository checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Repository evidence rather than an archived GTC paper.; outcome: metadata-only record requires acquisition
C0065,provisional-metadata,metadata-only,https://docs.nvidia.com/cuda/cuda-programming-guide/04-special-topics/cuda-graphs.html,official documentation checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Current documentation  no pinned local documentation version.; outcome: metadata-only record requires acquisition
C0066,provisional-metadata,metadata-only,https://www.nature.com/articles/s41586-020-03157-9,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local full text  direct PDF retrieval did not yield a PDF in this audit.; outcome: metadata-only record requires acquisition
C0067,provisional-metadata,metadata-only,https://ieeexplore.ieee.org/document/4219051/,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text.; outcome: metadata-only record requires acquisition
C0068,provisional-metadata,metadata-only,https://ieeexplore.ieee.org/document/5756645/,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text.; outcome: metadata-only record requires acquisition
C0069,primary-pdf,primary-report,https://yannakakis.net/wp-content/uploads/2015/11/PID3821875.pdf,IEEE CIG invited-paper extended abstract (2011),2026-07-06,full_text,NR,e83cab4249994972e08756f313d6218f0a9dc4ff021174a312a98feb0c88732a,C0069/experience_driven_procedural_content_generation_2011.pdf,local-restricted,"Author-hosted PDF; file, pdfinfo, and pdftotext confirm the exact title and Yannakakis/Togelius author identity."
C0070,provisional-metadata,metadata-only,https://dl.acm.org/doi/10.1145/2422956.2422957,publisher record checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=No local or independently verified public full text for this exact survey.; outcome: metadata-only record requires acquisition
C0071,primary-pdf,primary-report,https://proceedings.mlr.press/v119/cobbe20a/cobbe20a.pdf,PMLR volume 119 (ICML 2020),2026-07-06,full_text,NR,1a3292f3dbf2187a2254cceb8af970c1022154ce90b9ae1ebb7de5a4d51c712a,C0071/leveraging_procedural_generation_benchmark_rl_icml_2020.pdf,local-restricted,"Primary public PDF; file, pdfinfo, and pdftotext confirmed title, author, and topic identity."
C0073,primary-pdf,primary-report,https://proceedings.mlr.press/v87/kaufmann18a/kaufmann18a.pdf,PMLR volume 87 (CoRL 2018),2026-07-06,full_text,NR,9be82e11d0c3d2ee4c9d1cb745a62c27131f4e804fd73a12f192d2d2a203d48d,C0073/deep_drone_racing_dynamic_environments_corl_2018.pdf,local-restricted,"Primary public PDF; file, pdfinfo, and pdftotext confirmed title, author, and topic identity."
C0074,provisional-metadata,metadata-only,https://arxiv.org/abs/1905.09727,arXiv:1905.09727 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public author preprint verified  it may differ from the IEEE version.; outcome: metadata-only record requires acquisition
C0075,provisional-metadata,metadata-only,https://arxiv.org/abs/2005.12813,arXiv:2005.12813 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public author preprint verified  it may differ from the journal version.; outcome: metadata-only record requires acquisition
C0076,provisional-metadata,metadata-only,https://www.nature.com/articles/s41586-023-06419-4,Nature PDF checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official PDF endpoint returned a public PDF  no local archive copy.; outcome: metadata-only record requires acquisition
C0077,provisional-metadata,metadata-only,https://arxiv.org/abs/2310.10943,arXiv:2310.10943 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public author preprint verified  it may differ from the Science Robotics version.; outcome: metadata-only record requires acquisition
C0078,provisional-metadata,metadata-only,https://www.roboticsproceedings.org/rss20/p109.pdf,RSS 2024 proceedings PDF checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official proceedings PDF verified  no local archive copy.; outcome: metadata-only record requires acquisition
C0079,provisional-metadata,metadata-only,https://proceedings.mlr.press/v155/schwarting21a.html,PMLR full text checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Official proceedings page exposes downloadable PDF  no local archive copy.; outcome: metadata-only record requires acquisition
C0080,provisional-metadata,metadata-only,https://arxiv.org/abs/2103.04909,arXiv:2103.04909 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public author preprint verified  it may differ from the ICRA version.; outcome: metadata-only record requires acquisition
C0081,provisional-metadata,metadata-only,https://arxiv.org/abs/2111.12083,arXiv:2111.12083 checked 2026-07-03,2026-07-06,abstract_only,NR,NR,NR,metadata-only,attempted: doi_or_publisher=normalizer did not download bytes | title_author=metadata audit row inspected | scholarly_index_or_repository=no verified local artifact | official_page=Public author preprint verified  it may differ from the ICRA version.; outcome: metadata-only record requires acquisition
