candidate_id,draft_file,draft_status,draft_criterion,needs_accountable_author_review,input_sha256,snapshot_sha256,primary_snapshot_sha256,assignment_ids,reviewer_ids,raw_access_statuses,trigger_ids,resolved_conflict_ids,conversion_status
C0034,batch-01.md,excluded,exclude-out-of-scope,false,3910ea7aedcc17373800c02bc095b8d95be8713773e11c7ec41331c07d5aba63,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0034-01;A-C0034-05,screening-01;screening-05,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0035,batch-01.md,excluded,exclude-out-of-scope,false,bab48b247a1e169111c4bcab01e94d246019857de4a3cb51f932a92fb05cb3e5,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0035-02;A-C0035-06,screening-02;screening-06,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0036,batch-01.md,excluded,exclude-fixed-racing-line,false,c82afccacc16588c4e540a6bcb92322ce1a490163c0aa065deba209ea5d09a64,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0036-03;A-C0036-04,screening-03;screening-04,abstract_only;abstract_only,A2,NR,ready_for_normalization
C0037,batch-01.md,excluded,exclude-insufficient-detail,true,83f7e0324fb6e3dc9ae786ed586fd6f4386e589cc8a41c0f9a9b3d515c9cb31c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0037-01;A-C0037-02,screening-01;screening-02,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0038,batch-01.md,boundary,boundary,false,0a8abaeab14507cdb10647da0d42db12823cabb08971166639b484fc5e91c223,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0038-04;A-C0038-05,screening-04;screening-05,official_documentation;abstract_only,A1;A2,NR,ready_for_normalization
C0039,batch-01.md,excluded,exclude-fixed-racing-line,false,b08cef3c5eae8e25cdcae696506f4d6e508c43159f92302a34bc3f0f94c131c2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0039-01;A-C0039-04,screening-01;screening-04,abstract_only;abstract_only,A3,NR,ready_for_normalization
C0040,batch-01.md,excluded,exclude-fixed-racing-line,false,676cbc16d40fc566e6e94e0f6b77d8d4362989cec82dc2cd7ad65e3aecc731f7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0040-02;A-C0040-06,screening-02;screening-06,abstract_only;abstract_only,A3,NR,ready_for_normalization
C0041,batch-01.md,excluded,exclude-fixed-racing-line,false,831e98f0bea3e351840d1df928a50d8eb265448259260da1a882bc1912b1c10d,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0041-03;A-C0041-05,screening-03;screening-05,abstract_only;abstract_only,A3,NR,ready_for_normalization
C0042,batch-01.md,boundary,boundary,false,b9af0851e94c6a622bc6b2d63e652ab2dc4881ce052dc38bea0be191110123c5,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0042-02;A-C0042-05,screening-02;screening-05,full_text;full_text,A1;A2,NR,ready_for_normalization
C0043,batch-01.md,excluded,exclude-fixed-racing-line,false,413d01317774a7de899d0de0ff0c44dc192186351d67cce1eb28d303503cea55,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0043-02;A-C0043-06,screening-02;screening-06,abstract_only;abstract_only,A2,NR,ready_for_normalization
C0044,batch-01.md,excluded,exclude-fixed-racing-line,false,3790f05c6e4f08c17a015f5126e6a965e5ad9b83ac5ca205a569be97c6f9041e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0044-01;A-C0044-06,screening-01;screening-06,abstract_only;abstract_only,A3,NR,ready_for_normalization
C0045,batch-01.md,excluded,exclude-out-of-scope,false,2c5b0d99dba6467a71cb15cb2686a470a8b75fb407a61d827ec0a5ab8bf5f944,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0045-02;A-C0045-05,screening-02;screening-05,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0048,batch-01.md,excluded,exclude-out-of-scope,false,0846eecf60b457cbf36c1957ba73b8795a324bc6b70cb6f88aeceb4bfd1b0606,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0048-02;A-C0048-05,screening-02;screening-05,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0053,batch-01.md,included,include-1,false,0798b50f93f3daaae25a334deb1fddf0d62448b5494ea25a9482ea5470e48ea9,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0053-05;A-C0053-06,screening-05;screening-06,official_documentation;official_documentation,A1;A2,NR,ready_for_normalization
C0054,batch-01.md,excluded,exclude-insufficient-detail,true,73a0b62fc8bcd102a0add4c3f3b78fea85a1528a329be7c1d95b8c8bda50539f,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0054-02;A-C0054-05,screening-02;screening-05,full_text;abstract_only,A1;A2,NR,requires_accountable_author_review
C0055,batch-01.md,excluded,exclude-out-of-scope,false,1cd31ca0a7bf2dd7e9bc000714de678b476d095d0ad660f7442d46c715f64651,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0055-01;A-C0055-02,screening-01;screening-02,full_text;full_text,A3,NR,ready_for_normalization
C0056,batch-02.md,excluded,exclude-out-of-scope,false,119d103262b8a49678c08a4ce448423ab951fed69389e7c612071abc96aa4214,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0056-02;A-C0056-04,screening-02;screening-04,full_text;full_text,A3,NR,ready_for_normalization
C0057,batch-02.md,included,include-1,false,2ce6d5d705217de874a44e61e6468cc9a8a279627d42fd565bfed45c012e2d01,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0057-01;A-C0057-02,screening-01;screening-02,abstract_only;full_text,A1;A2,NR,ready_for_normalization
C0058,batch-02.md,excluded,exclude-insufficient-detail,true,44754f91984afb226b98c600c733e71d55bb97264e2b83daacd3ba264990b301,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0058-03;A-C0058-04,screening-03;screening-04,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0059,batch-02.md,excluded,exclude-out-of-scope,false,395a18f811ce62debe631542b13c2215d1dc6115b9679fa9b6931cd4c61e5966,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0059-01;A-C0059-03,screening-01;screening-03,full_text;full_text,A3,NR,ready_for_normalization
C0060,batch-02.md,excluded,exclude-out-of-scope,false,61f56e281ef81d232a214e95632ec86d8c147fc8464dfa87dd60fe3581955736,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0060-01;A-C0060-04,screening-01;screening-04,full_text;full_text,A3,NR,ready_for_normalization
C0061,batch-02.md,excluded,exclude-out-of-scope,false,6f3e06bb108f59b868c50ecf28eb1d3a25cd7c6673832e71bbf0a7de75ac9c57,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0061-04;A-C0061-05,screening-04;screening-05,full_text;full_text,A3,NR,ready_for_normalization
C0062,batch-02.md,excluded,exclude-out-of-scope,false,3546a228a6fc72451323f5f236d87dad0876e71ce4927e64d0adb6336b6cdd2c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0062-01;A-C0062-06,screening-01;screening-06,abstract_only;abstract_only,A3,NR,ready_for_normalization
C0064,batch-02.md,excluded,exclude-out-of-scope,false,ea918849ee8a290828cf3c5373c24ae239c83a87cdcbf86f09c80c9fb4b930c0,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0064-03;A-C0064-06,screening-03;screening-06,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0065,batch-02.md,excluded,exclude-out-of-scope,false,8740486086ffe4f61e6af2073fdd2749e8a1cf6ff455df3bca6811aa487aeab6,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0065-01;A-C0065-02,screening-01;screening-02,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0066,batch-02.md,excluded,exclude-out-of-scope,false,a6f6ce5631a219a938119da74b5f4e7a522dd05ce8ffef9f6bc1e26d34a24b0b,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0066-01;A-C0066-03,screening-01;screening-03,full_text;full_text,A3,NR,ready_for_normalization
C0069,batch-02.md,included,include-4,false,39d6225597e9e17c77de4676f0721b32700e771b74a85042611cad9343e69bc5,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0069-04;A-C0069-06,screening-04;screening-06,full_text;abstract_only,A1;A2,NR,ready_for_normalization
C0070,batch-02.md,excluded,exclude-insufficient-detail,true,773f318d85a3f4d7d2091a23b83131ecc00f519a6456771c35de5781e58a0ab7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0070-01;A-C0070-03,screening-01;screening-03,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0073,batch-02.md,included,include-1,false,58cb92940b867ceff495b258f35f43c3ccb291f92b316730824a99839d4257a1,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0073-01;A-C0073-04,screening-01;screening-04,full_text;full_text,A1;A2,NR,ready_for_normalization
C0074,batch-02.md,included,include-1,false,34681e4540b9c802cdb337a3376681fa1ada4f61103c05c8562256b1a0e8fe16,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0074-01;A-C0074-03,screening-01;screening-03,full_text;full_text,A1;A2,NR,ready_for_normalization
C0079,batch-02.md,included,include-1,false,8f23b344e1480e8bb6f12aad7506f2130a647069a8166cc9eea4fd3fc663560d,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0079-02;A-C0079-05,screening-02;screening-05,full_text;full_text_and_supplement,A1;A2,NR,ready_for_normalization
C0081,batch-02.md,excluded,exclude-appearance-dynamics,false,7565ac41cbc7d4c1c5e3f2eef2ea086ded889d2418d36abd1c0a920ff6d64c1a,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0081-02;A-C0081-03,screening-02;screening-03,full_text;full_text,A3,NR,ready_for_normalization
C0082,batch-02.md,excluded,exclude-out-of-scope,false,7d5b36f29f4b3e822fac40c0ea9e6c3e89546725e1e57a7c8c57c582b6004c02,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0082-05;A-C0082-06,screening-05;screening-06,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0087,batch-02.md,boundary,boundary,false,1b1e22da56806ddc58c67cb24d638b51087848436ae51a6d337c99a8a04ad4a6,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0087-04;A-C0087-06,screening-04;screening-06,abstract_only;full_text,A1;A2,NR,ready_for_normalization
C0088,batch-02.md,boundary,boundary,false,19cfdf592e4d3c9ce1131ce611cf571b5a532099cba39dc5edc14bf81ff14def,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0088-04;A-C0088-05,screening-04;screening-05,official_documentation;official_documentation,A1;A2,NR,ready_for_normalization
C0090,batch-02.md,excluded,exclude-out-of-scope,false,a243ae5f4c103bdeaa66a4421a298f5b8ad02e439e8c057b34d4535eca2debb3,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0090-02;A-C0090-04,screening-02;screening-04,full_text;official_documentation,A3,NR,ready_for_normalization
C0091,batch-02.md,excluded,exclude-out-of-scope,false,09cf44d2533d2ea748f88bd0f5b602556790379b8344fbf6bfc0c1dc7176794e,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0091-01;A-C0091-04,screening-01;screening-04,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0098,batch-02.md,excluded,exclude-out-of-scope,false,d158a1479d7fdc6b080f8205b1f3f3a26daa2f3a5200876477f5354a916622fe,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0098-03;A-C0098-04,screening-03;screening-04,official_documentation;official_documentation,A1;A2,NR,ready_for_normalization
C0099,batch-02.md,excluded,exclude-traffic-only,false,7be22568cdb4c885e4a6de620b3df8a317479a455d9c87186c8cbe383c645751,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0099-03;A-C0099-05,screening-03;screening-05,full_text;abstract_only,A2,NR,ready_for_normalization
C0100,batch-02.md,excluded,exclude-out-of-scope,false,cded51ea9c7863bab7b4fa858b4b32441bf0b2c02cb6ea57afbffc8f408d3e93,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0100-03;A-C0100-05,screening-03;screening-05,official_documentation;official_documentation,A3,NR,ready_for_normalization
C0101,batch-02.md,excluded,exclude-insufficient-detail,true,0aea79250fc310e567034cb3b5875b75da1e5a449dc9e76b3273d523d65c3bc6,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0101-04;A-C0101-06,screening-04;screening-06,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0104,batch-02.md,included,include-1,false,330597d951afe825c9319c6f585e8eff00661643e510d3842ec5f1dbeb49b06c,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0104-03;A-C0104-04,screening-03;screening-04,full_text;full_text,A1;A2,NR,ready_for_normalization
C0106,batch-03.md,excluded,exclude-insufficient-detail,true,a0537cca419388bb0171730979a1ee1adc2453e54ae6bd65b772be56a052cf51,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0106-02;A-C0106-06,screening-02;screening-06,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0110,batch-03.md,excluded,exclude-insufficient-detail,true,5b03c529f6727789632340e2a529788b1d7ba0f70dcb026b0da35f4d8cc17737,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0110-02;A-C0110-05,screening-02;screening-05,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0113,batch-03.md,excluded,exclude-insufficient-detail,true,8a8da05cb6cee4b2d1b925cbdfa430291c1900e741c3223baa411f1f6bf77a6b,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0113-04;A-C0113-05,screening-04;screening-05,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0114,batch-03.md,excluded,exclude-insufficient-detail,true,84b78ef1d5ee1e3c30796cd634e5c37c79f86a9eac512521ce49a62296e2d2c8,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0114-03;A-C0114-06,screening-03;screening-06,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0115,batch-03.md,excluded,exclude-insufficient-detail,true,344467143027b2ae2c540f86ae7931cb92bc3bae9f1a022b1285e328b4c4a0b3,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0115-03;A-C0115-04,screening-03;screening-04,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0116,batch-03.md,excluded,exclude-appearance-dynamics,true,ca0f4a8cbb370ccfaf1b30844b3e5b5855528118e594982a8b9b81d1a5f36509,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0116-02;A-C0116-05,screening-02;screening-05,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0118,batch-03.md,included,include-1,false,cdd70f180d1a4db57a7dc2806721f5aa339af29bbc60481808311c9c64061b13,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0118-01;A-C0118-03,screening-01;screening-03,abstract_only;full_text,A1;A2,NR,ready_for_normalization
C0119,batch-03.md,included,include-1,true,7e4bb47e3f74bf6fe7a61cca214795c89ea7908d91faf128198e0d01f608b3a8,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0119-01;A-C0119-02,screening-01;screening-02,full_text;full_text,A1;A2,NR,requires_accountable_author_review
C0122,batch-03.md,included,include-1,false,157df0c259ec90890bd42ed31b4667142bffe737c9fb5d3c442cb9629aef5bc7,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0122-03;A-C0122-05,screening-03;screening-05,abstract_only;official_documentation,A1;A2,NR,ready_for_normalization
C0123,batch-03.md,excluded,exclude-insufficient-detail,true,4b078b9b84a26538290f771890d872d94968660648eb8a372e145d501995a274,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0123-03;A-C0123-04,screening-03;screening-04,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0124,batch-03.md,excluded,exclude-traffic-only,true,89021dd0978928009df132021a0ed2630e2478d83fc222431db0d0c0fac437ba,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0124-01;A-C0124-03,screening-01;screening-03,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0125,batch-03.md,excluded,exclude-insufficient-detail,true,b3e82edfb53ccf52e7bacfc3346bf1ea3d28190acb75b7d158162c3d89a197d2,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0125-03;A-C0125-06,screening-03;screening-06,abstract_only;abstract_only,A3,NR,requires_accountable_author_review
C0126,batch-03.md,included,include-2,false,77b285ae598cda2aa302573568b966656b31b52a42d89811957f6229470acf92,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0126-01;A-C0126-03,screening-01;screening-03,official_documentation;full_text_and_supplement,A2,NR,ready_for_normalization
C0127,batch-03.md,included,include-1,false,049742c6fb77a4a9cba3b7e9c2e49e906a3dbe47298763d2302e59126f00801f,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0127-01;A-C0127-06,screening-01;screening-06,full_text;full_text,A1;A2,NR,ready_for_normalization
C0128,batch-03.md,included,include-2,false,bb7c89c66b6cce4debf36d75b49d0b9b7ebe75a95d435a6ba8c2d3a8629cee4f,2fded9335462434c82b4b85dc828fdc31d3ba3b4a876062b8399d2ad9f209b19,616631b486939300e1bd9e45dcb00b072d01456298c3669fbcb60380fdd912f5,A-C0128-05;A-C0128-06,screening-05;screening-06,official_documentation;full_text,A1;A2,NR,ready_for_normalization
