candidate_id,artifact_id,artifact_role,source_url,evidence_version,evidence_retrieved_on,access_status,evidence_archive_url,evidence_sha256,local_filename,redistribution_status,retrieval_notes
C0097,primary-report,primary-report,https://openaccess.thecvf.com/content/CVPR2021/papers/Mi_HDMapGen_A_Hierarchical_Graph_Generative_Model_of_High_Definition_Maps_CVPR_2021_paper.pdf,CVPR-2021,2026-07-02,full_text,NR,49217d68969ec0ad5cdd9cf1932912f666775ba88679fc989e689de8f67c0f89,C0097/hdmapgen-cvpr2021.pdf,local-restricted,NR
C0110,primary-report,primary-report,https://doi.org/10.1016/j.scico.2024.103171,DOI-10.1016-j.scico.2024.103171,2026-07-03,full_text,NR,bc4f896bb5343e72461a3c321f9dd51b94cb536f44856b93a93e5d7e7ae9054d,C0110/C0110.pdf,local-restricted,NR
C0128,primary-report,primary-report,https://doi.org/10.1109/ivs.2017.7995802,IEEE-IV-2017,2026-07-02,full_text,NR,fa78a36bb0b499551b245bf93ae44c6ea6338b49f8ab075fc6e79922fe1fab86,C0128/commonroad-iv-2017.pdf,local-restricted,NR
C0131,official-documentation,official-documentation,https://github.com/ntnu-arl/aerial_gym/blob/v2.0.0/docs/2_simulation_components.md,Aerial-Gym-v2.0.0,2026-07-02,official_documentation,NR,af05e2c0e11366a6b85cabfb94e398979f03ae16a5365d5b3195a68c24f5b267,C0131/aerial-gym-v2.0.0-simulation-components.md,local-restricted,NR
C0134,primary-report,primary-report,https://doi.org/10.1109/sbft59156.2023.00006,IEEE-SBFT-2023,2026-07-03,full_text,NR,f945db58780cf03f757f58865d7516412a6d598a94c2880eb238796bdf81ea3a,C0134/C0134.pdf,local-restricted,NR
C0136,primary-report,primary-report,https://ieeexplore.ieee.org/document/9476243/,IEEE-SBST-2021,2026-07-02,full_text,NR,e0c9723c8d01665aaec37115001bd5064b4bb40f6c0276e847cbd94a02438fec,C0136/sbst-tool-competition-2021.pdf,local-restricted,NR
C0140,primary-report,primary-report,https://arxiv.org/pdf/2309.14341v1,arXiv-2309.14341v1,2026-07-02,full_text,NR,50f1cf2b73b9147111100994d1dfffbfd15a9a6c2412aee1921d4d3e58ee2285,C0140/cheng-2023-arxiv-2309.14341v1.pdf,local-restricted,NR
C0145,primary-report,primary-report,https://arxiv.org/pdf/2308.12762v1,arXiv-2308.12762v1,2026-07-02,full_text,NR,a4d9da6d8dc70857642dec1eb4ecc71b240686cb68582296184f82de9e87f790,C0145/rigaa-arxiv-2308.12762v1.pdf,local-restricted,NR
C0147,official-source,official-documentation,https://github.com/osrf/vrx/tree/3a0aa019,git-3a0aa019,2026-07-02,official_documentation,NR,256d90498087a28c4fe4aad66d817b2dc086cdd408fb20b25cb3db1dc6489c84,C0147/vrx-navigation-course-3a0aa019.sdf,local-restricted,NR
C0168,official-handbook,official-documentation,https://robonation.org/app/uploads/sites/2/2022/10/2022-RobotX_Team-Handbook_v3.0.pdf,RobotX-2022-Team-Handbook-v3.0,2026-07-02,official_documentation,NR,a9bf574bde799ccb466c6d95c98a6cb8924bab6395954edb57a260f4da8a32af,C0168/robotx-2022-team-handbook-v3.pdf,local-restricted,NR
C0172,official-standard,official-documentation,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/06_general_concepts/06_08_routes.html,ASAM-OpenSCENARIO-XML-v1.3.0,2026-07-02,official_documentation,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/06_general_concepts/06_08_routes.html,d8e9d8da0b1951bffb2ab521e129e0220ee99b6ac66161477a42e545684cde0c,C0172/openscenario-xml-v1.3.0-routes.html,local-restricted,Internal data-version and current version selector identify v1.3.0; publisher rel=canonical incorrectly targets v1.4.0.
C0173,primary-report,primary-report,https://proceedings.mlr.press/v155/jain21b/jain21b.pdf,PMLR-v155-2021,2026-07-02,full_text,NR,77902e38743747989a4e4e79784d96ba11f29e8c92c5881e211a6790030fa227,C0173/bayesrace-pmlr155-2021.pdf,local-restricted,NR
C0175,official-source,official-documentation,https://github.com/carla-simulator/leaderboard/tree/a87a3419e9d2e0d36deb25f1f26c17edee2d1420,git-a87a3419e9d2e0d36deb25f1f26c17edee2d1420,2026-07-02,official_documentation,NR,52c46f4889632be30af5c1a294275635aae0b22175921e909311c1a49716c85f,C0175/leaderboard-a87a3419.tar.gz,local-restricted,NR
C0177,primary-report,primary-report,https://proceedings.mlr.press/v119/wang20l/wang20l.pdf,PMLR-v119-2020,2026-07-02,full_text,NR,6a01e35d2d0a6ee93015824d3fd2789997057fd604f9389089d5fe04d28c10ab,C0177/wang-2020-pmlr119.pdf,local-restricted,NR
C0180,primary-report,primary-report,https://proceedings.mlr.press/v123/o-kelly20a/o-kelly20a.pdf,PMLR-v123-2020,2026-07-02,full_text,NR,45e171299565b5c99026c1e589b0c74dd73bebc69c72449ef86009446d77699d,C0180/o-kelly-2020-pmlr123.pdf,local-restricted,NR
C0183,primary-report,primary-report,https://proceedings.mlr.press/v155/song21a/song21a.pdf,PMLR-v155-2021,2026-07-02,full_text,NR,ac08a94f2a8a1dd614140626c5c9a808b7e40312ba3b37f27771ed22fd363447,C0183/song-2021-pmlr155.pdf,local-restricted,NR
C0187,official-documentation,official-documentation,https://byu-holoocean.github.io/holoocean-docs/v1.0.0/usage/scenarios.html,HoloOcean-v1.0.0,2026-07-02,official_documentation,NR,d1c51cac66c5dd9ebb83402605a2815dae24eeb5642eea950e598ac356284961,C0187/holoocean-v1.0.0-scenarios.html,local-restricted,NR
C0196,official-source,official-documentation,https://pypi.org/project/random-track-generator/1.1.0/,random-track-generator-1.1.0,2026-07-02,official_documentation,NR,fb056aff1f56c12eff7a52f3de4073bbb76e9ad063f07ad1668da78318d931f1,C0196/random-track-generator-1.1.0.tar.gz,local-restricted,NR
C0198,official-handbook,official-documentation,https://robonation.org/app/uploads/sites/3/2025/10/RoboBoat-2026-Team-Handbook_111125.pdf,RoboBoat-2026-Team-Handbook-111125,2026-07-02,official_documentation,NR,ee93f4b9775a646657cde91b442f4ed2daedc6f68e3db54e04316bea8e3b2d69,C0198/roboboat-2026-team-handbook-111125.pdf,local-restricted,NR
